smiles,reaction_energy,Pred_LogS,isSoluble
CCc1c[nH+]c([NH-])o1,1.2897398812651637,-0.34548736,1
Cc1cc(NO)cc[nH+]1,1.2897266296863554,-0.44768262,1
CCn1cc[nH]c1=O,1.2896112047195434,-0.8522377,1
COCc1c[nH]c(=O)[nH]1,1.2891698156833646,-0.785007,1
COc1nc(N)c(N)o1,1.2891534679412842,-1.4070857,1
C[C@H]1C[C@H]1c1ccco1,1.2891352625012398,-3.4356403,1
O[C@@H]1Cc2nccn2C1,1.2888959910035132,-0.3538487,1
C1C(C(=O)N(C1=O)CC2=CC=C(C=C2)F)SCCN,1.288793693768978,-2.6536317,1
COc1nc(O)[nH]c1O,1.2887861391305924,-1.5102706,1
C#Cc1nc[nH]c1CC,1.2887260735630988,-1.7486682,1
Cc1[nH]nc2c1CCC2,1.288724463558197,-1.9058765,1
CCN(CC)C1=CC=C(C=C1)C(=S)N2CCN(CC2)CCO,1.2886946165442468,-2.9029565,1
C[C@@]1(O)CCCNC1=O,1.2886683610796927,0.61299706,1
Cc1c(CO)cnn1C,1.288666751074791,-0.44470072,1
Cn1c(O)n[n+](C)c1[NH-],1.288638018679619,-1.1325006,1
CNc1o[cH+]ncc1N,1.2886177078485486,-0.24308944,1
NCc1ocnc1CO,1.2886004931807515,0.45393467,1
Cc1c[nH]c(=O)c(C)n1,1.2886001216411591,-0.39737797,1
CNc1[nH]nc(N)c1O,1.288557023048401,-1.1653316,1
CN1[CH+][NH2+]C(NN)C1=O,1.288430699586868,-0.17374802,1
CNc1nc(C)[nH]c1O,1.2884082833647723,-1.0830657,1
CC(C)N1CNC2=[N+](C1)C3=CC=CC=C3N2,1.288397632563114,-2.9556332,1
CC1CN(CC(O1)C)CC(COC2=CC3=C(CCC3)C=C2)O,1.288387353301048,-1.614531,1
C[C@H]1C[C@H]1c1cc[nH]n1,1.2882159497022627,-3.348426,1
CC1=C(NO)[C@@H](C)C[CH-]1,1.2881958865642544,-0.8437171,1
C[C@H]1CNc2ccoc21,1.2878629870891571,-1.6120247,1
CCCN(C)c1nccc(N2CC[C@H](C2)Oc3ccc(cc3)[C@H](C)NC(=O)C)c1OC,1.287839456248283,-3.4067423,1
O=C1N[C@H](CO)[C@@H]1CO,1.2878236038923263,0.39510918,1
COCc1ccn(C)c1,1.2876554203033446,-1.8571197,1
CCOc1nc(O)co1,1.2875352891683578,-0.59055614,1
C[C@@H](CO)c1ccc[nH]1,1.2875292206883429,-1.2200716,1
COCc1nc(O)co1,1.287422093439102,-0.291857,1
CNc1nc(O)oc1O,1.2873677248120303,-1.21502,1
C[N+]1=C[CH+]n2ccnc21,1.2872872245669362,-2.5420537,1
CN(C)c1cnc(N)o1,1.2872004081487654,-1.0188072,1
C[C@H]1NCCN(C)C1=O,1.2871823265552518,0.65474415,1
Oc1nc[nH]c1[C@H]1CC1,1.2871470302939412,-1.8647043,1
Oc1cc[nH]c1O,1.2870656631231308,-0.108140945,1
COC1=CC(=C(C=C1C(=S)N2CCN(CC2)CCO)OC)OC,1.287016000664234,-2.2936096,1
C[C@H]1Cc2ccnn21,1.2868777879357336,-1.8540689,1
Cc1ccc(C)c(O)c1,1.2868162362098694,-1.1745989,1
C[C@]1(C)NC(=O)C=C1N,1.286759019112587,-0.9231231,1
O=c1[nH]cc(CCO)[nH]1,1.2866453279972077,-0.7658577,1
CCc1ncnc(N2CCC(CCO)CC2)c1C#Cc3ccc(N)nc3,1.286425995790958,-2.242433,1
CCOc1cnc(C)o1,1.2863889656782148,-0.90664387,1
CC(=N)N1CCCC1=O,1.2863291478037833,-0.61841655,1
CN1C(=O)C(N)=CC1[NH-],1.2862911269187929,-0.6143,1
Cc1ccc2n1CCN2,1.2862762653350828,-3.240005,1
CCCN1C=CCC1=O,1.286100403261185,-1.8153942,1
CCc1ncnc(N2CCCC(CO)C2)c1C#Cc3ccc(C)nc3,1.2860124722242352,-2.4432955,1
CC[C@@]1(CO)COC1=O,1.2859967437148092,0.26814795,1
Cc1ncc(F)cc1O,1.2859728413343428,-0.4197743,1
CC(C)[C@H](CO)NCc1nc(ccc1F)c2cccc(c2)N3CCOCC3,1.2858918457031248,-3.5725138,1
COC1=CC=C(C=C1)N2CCN(CC2)CC(COCC3=CC=C(C=C3)Cl)O,1.2857978461861608,-3.3271215,1
Cc1ccc(F)c(C)n1,1.2857880623102185,-0.9294388,1
CCc1ncnc(N2CCN(CCOC)CC2)c1C#Cc3ccc(N)nc3,1.2857827369093893,-2.2149062,1
COC[C@@]1(N)COC1=O,1.285621117186546,0.32008576,1
CC(C)[C@H](CO)NCc1nc(ccc1F)c2cnn(CC3OCCO3)c2,1.2854715105772017,-3.4804296,1
CNc1cc(C)[nH+]cn1,1.2854254396677014,-0.027966738,1
CN1C(=O)OC[C@]1(C)C,1.285398812663555,-0.40228367,1
C[C@@H](O)c1ccn(C)c1,1.2852646868705748,-1.8948706,1
CC[C@H]1C=CN(C)C1=O,1.2852084605455398,-1.541078,1
CCC1=C(NO)CC[CH-]1,1.2851673434972763,-0.62605214,1
COC1=C(C(=CC(=C1)CNCCO)Cl)OCC2=CC=CC=C2F,1.285067770886421,-3.5214586,1
COC1=CC(=CC(=C1)CN2CCN(CC2)CC3=CC=CC=C3)OC,1.2850556339263917,-2.133594,1
C[C@H]1OC(=O)[C@]1(C)N,1.2849907383441923,0.27260637,1
Nc1cc(O)ncc1O,1.2849431812763212,-1.1910167,1
CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)NC4CCCC4,1.2848917849659918,-3.234407,1
O[C@H]1CCn2ccnc21,1.2848878218770028,-0.3886664,1
C#C[C@H](C)c1ncc[nH]1,1.2848472002148623,-1.0515018,1
Cc1[nH]c(=O)oc1CO,1.284832090938091,-0.6283343,1
OCC1=C(NO)CN[CH+]1,1.284733880639076,-0.1847992,1
COCCC[NH2+]CCCOC1=C(C2=CC=CC=C2C=C1)Br,1.2847148082733155,-3.4806404,1
CCc1onc(C)c1C,1.2846527611613272,-0.97424626,1
Cc1n[nH]c(O)c1C,1.2846400049686433,-0.39865947,1
CCC1=C(C(=C(C(=C1CN)CC)CN)CC)CN,1.284631088018417,-1.1855283,1
CCc1ncnc(N2CCN(CC(C)O)CC2)c1C#Cc3ccc(N)nc3,1.2846244003057476,-2.1914232,1
CNc1[nH]nc(O)c1O,1.2845633439660071,-1.2083914,1
CNc1c[nH+]cnc1[NH-],1.2845463769912715,-0.5250864,1
C[C@@H](O)c1ncc(O)[nH]1,1.284535973882675,-0.04856348,1
CC1=CC(NN)C(=O)O1,1.2844756606221197,-0.5190799,1
OCCc1c[nH]c(O)n1,1.2843923119068146,-0.19332409,1
C[C@@H](O)c1cnc(O)[nH]1,1.2843838903427125,-0.16372705,1
CCOc1ccn[nH]1,1.2842749053955078,-0.47391415,1
C[N@H+]1Cc2ccoc2C1,1.2842484022378922,-0.016518116,1
c1c[nH]c(C[N@H+]2CC2)n1,1.2840571831941603,-0.22549868,1
C1CC(NC1)C2=C(C=CS2)Br,1.2840041768789292,-3.242064,1
C[C@H]1CN(C)C(=O)CN1,1.2838285624980927,0.38694572,1
NC1=CC(NO)CC1,1.2837817485094067,-0.09620929,1
Cc1nc2c(o1)CCC2,1.2837522730350497,-2.0750818,1
c1ncc(O[C@@H]2CC2)[nH]1,1.2836930743932724,-2.5076542,1
Cc1ccc([C@H]2CN2)o1,1.2836619889140128,-0.6414099,1
COCc1ncoc1C,1.2836614935278892,0.092167616,1
C[C@@]1(CCO)COC1=O,1.2835397523880006,0.36751747,1
CCNc1conc1C,1.283398567342758,-0.4579835,1
c1c[nH]c([C@H]2CCC2)n1,1.283395842719078,-3.423896,1
C[C@@H](O)Cc1ccc[nH]1,1.2833589364528657,-1.102936,1
CC1=C[C@@H](C)NC1=O,1.2832608500003817,-0.69832206,1
Cc1coc2c1NCC2,1.283257134604454,-1.3159382,1
[NH-]c1cc(N)[nH+]cc1O,1.2832181229472155,-0.45952988,1
CC1CCN(CC1)CC(COC2=CC3=C(C=C2)C(=CC(=O)O3)C)O,1.2831688320279122,-3.2234738,1
Oc1ccnc(F)c1O,1.2830709932684896,-0.62884927,1
O=C1NC[CH-]C=C1NO,1.2830626955509183,-0.28223324,1
Cn1cc(N)c(O)n1,1.282913336634636,-1.0058355,1
COc1cnc(CO)[nH]1,1.2829062773823736,-0.051422596,1
Oc1cc[nH]c1N1CC1,1.2829044196844102,-1.6655309,1
C[C@]1(C)CN(C=N)C1=O,1.2827922147274018,-0.7579696,1
CNc1ccnc(O)c1,1.2827906047225,-0.8002775,1
COc1coc(OC)n1,1.282731901466846,-1.1493018,1
Cc1nc2c([nH]1)CCN2,1.2825803133130074,-1.614425,1
Cc1ccoc(=O)c1N,1.2825601263284685,-0.9874506,1
Cc1nc(N)c(C)o1,1.2824068043231964,-0.56652355,1
C[C@]1(c2ccco2)CC1,1.2823897135019302,-3.6407154,1
OCCCc1cc[nH]n1,1.2823892181158063,0.2631142,1
CCc1nn(c2ccccc2)c3cc(ccc13)N4CCN(CC4)C5CNC5,1.2823775765419003,-3.6896827,1
C#CCn1cccc1C,1.2823628388047217,-2.6886425,1
CCN1CC([NH-])NC1=O,1.2821840044140815,-0.08166146,1
CCCCSC1=NN=C(O1)C(C(C)C)[NH3+],1.28214994661808,-1.8088088,1
OCc1ccc(nc1)N2CCC(CC2)Oc3ncccc3C4CCOCC4,1.2820720471501348,-2.8689618,1
Cn1ccc(=O)cc1N,1.281982506108284,-1.1654742,1
OCCc1cnc(O)[nH]1,1.2819309859514236,0.04840231,1
Cc1coc(CN)n1,1.2819136474370951,0.17532897,1
C[NH2+]C1C[C@@H](C)C(=O)N1,1.2818992812395096,0.39787626,1
Cc1nc(O)c2n1CC2,1.2818040432572362,-1.5772862,1
CC1=CC(=O)N(C)[C@@H]1C,1.2817920301437375,-0.5705404,1
COCc1coc([NH-])[nH+]1,1.2817755585551265,-0.0005130768,1
CCc1ncnc(N2CCC(CO)CC2)c1C#Cc3ccc(C)nc3,1.2816878752112388,-2.3737967,1
CCNc1ccc[nH]1,1.2816855221271513,-1.9797572,1
Nc1cc(NO)cc[nH+]1,1.2814098397493363,-0.67092466,1
CNc1nc(N)oc1O,1.2813778873443602,-1.6076816,1
Cc1nc(O)n2c1CC2,1.2813039509654045,-1.5755315,1
CC1=CC(=CC(=C1)CN2C(=CC(=O)N(C2=O)C)N3CCCC3)C,1.2812810393571854,-3.6666777,1
Cc1cc(O)cc(O)c1,1.2812681593179702,-0.8641739,1
CC(C1=CC=CC=C1OC)[NH2+]CC(C2=CC=CC=C2)O,1.2812011583447456,-1.9700472,1
CC1CC(CN(C1)C2=NC=C3C(=N2)CC(CC3=O)C4=CC(=C(C(=C4)OC)OC)OC)C,1.281183324444294,-3.2439208,1
Cc1c(N)ccoc1=O,1.2811777513504028,-0.77277803,1
Nc1nccc(n1)N2CCCN(Cc3ccccc3)CCC2,1.2811336619853972,-2.0301616,1
CO[C@H]1C=CN(C)C1=O,1.281107778060436,-0.6542909,1
CC[C@H]1CN(C)C(=O)O1,1.2811040626645087,-0.5166013,1
CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc3ccc(C)nc3,1.281045483255386,-2.5247316,1
CNc1noc(C)c1N,1.2808707358002662,-0.8692863,1
CCc1ccc(N)nc1,1.2807906070947648,-0.4470358,1
C[C@H]1CNC(=O)[C@H]1CO,1.280742802333832,0.30733824,1
C#C[C@H](C)c1ccco1,1.2805948057293892,-1.0690393,1
Nc1cnc(O)cc1O,1.2804185721158978,-1.0005686,1
CC1=C(N)[C@@H](C)OC1=O,1.2803560296177865,-0.42369795,1
[NH-][CH+]Oc1[nH]ncc1O,1.2803556580781934,-0.41897035,1
Nc1ccnc(F)c1N,1.2803130548715589,-1.3026016,1
CC(C)C1(O)CCN(CC1)c2ncnc(C)c2C#Cc3ccc(N)nc3,1.2802167022705078,-2.0527537,1
C[C@H]1OC(=O)[C@]1(C)CO,1.2802051845431328,0.31274247,1
C#CCCc1ccco1,1.2801869791030884,-1.162241,1
C[C@H]1CC(NN)C(=O)N1,1.2801717459797857,-0.059140444,1
C[C@H]1CNC(=O)[C@@H]1NN,1.2801151481151578,0.007757902,1
CCN1C=C[C@@H](O)C1=O,1.2800719256758688,-0.20396662,1
Cc1[nH]nc(N)c1C,1.2800190432071683,-0.5444417,1
Nc1cc(O)c(O)o1,1.2799709907531738,-1.6441367,1
Cc1cc(NO)cn[nH+]1,1.279893834364414,0.21218014,1
CCCCSC1=NN=C(O1)C(C(C)C)N,1.2797557454824449,-2.0642185,1
COCCc1cc[nH]n1,1.2797185915231704,-0.120275736,1
CCC1CC(OC1=O)CSC(=[NH2+])N,1.279709179186821,-2.2707129,1
CCOC1=C(C=C(C=C1)CC(=O)NC2CC(N(C(C2)(C)C)C)(C)C)OCC,1.279678960633278,-2.8562982,1
CNc1ccc(O)cn1,1.2796145604372025,-0.4451735,1
C#CCn1nccc1N,1.2795910295963284,-1.1016214,1
CNc1cc(CO)[nH]n1,1.2795162262916562,-0.24972486,1
CN1C[C@@H](O)CNC1=O,1.2795102816581725,0.59592533,1
OCc1cn2c(n1)CC2,1.2794837785005568,-0.95867753,1
C[C@@H](O)[C@@]1(C)COC1=O,1.2793884166717526,-0.001201868,1
O=C1C=CCN1CCO,1.2793240164756772,0.20098114,1
CC(CNCCCOC1=CC=CC(=C1)C(F)(F)F)O,1.2791476590156554,-2.342898,1
C1C(OC2=CC=CC=C2O1)CNCC(COCC3=CC=CS3)O,1.2790934142351151,-2.0318038,1
Cc1ncnc(N2CCN(CC(C)(C)O)CC2)c1C#Cc3ccc(N)nc3,1.2790446187019349,-2.1246586,1
CC1=C[C@@H](O)CNC1=O,1.2790229455590247,0.13060617,1
c1cc2n(n1)CCCC2,1.2789916123867036,-1.7333516,1
Cc1nccn(C)c1=O,1.278983438515663,-0.037072897,1
Cc1nccc(F)c1C,1.278966223847866,-0.73234797,1
CCC1=CC(=O)N(C)C1,1.2788597158312798,-0.99083805,1
CCC[NH2+]CC1=CC(=C(C=C1Br)OCC#N)OCC,1.2787881325364112,-2.4921556,1
CCc1ncnc(N2CCC(COC)CC2)c1C#Cc3ccc(N)nc3,1.2787730232596397,-2.2474732,1
CNc1[nH]c(=O)oc1N,1.2785870057702065,-1.2459152,1
CO[C@@H]1[CH-]C=C(NO)C1,1.27858613884449,0.15707374,1
CCc1ncnc(N2CCC(O)(CC)CC2)c1C#Cc3ccc(N)nc3,1.2785576541423795,-2.53613,1
OCCc1nc(O)c[nH]1,1.2784511461257932,-0.19142437,1
COCc1c[nH]c(O)n1,1.2784293491363523,-0.43910217,1
CCN1C[C@@H](C)OC1=O,1.2782553447604177,-0.2272129,1
Cc1ccc(O)c(F)n1,1.278247913968563,-0.87721944,1
C1CNCCCNCC2=CC=C(CNCCCNCCCNCC3=CC=C(CNC1)C=C3)C=C2,1.2781987468957898,0.23675871,1
CCCc1coc(=O)o1,1.2781754637479783,-0.45751524,1
CN1CCc2[nH]ccc21,1.2780485210537909,-2.1524997,1
Oc1ccc(nc1)N2CCC(CC2)Oc3ncccc3C4CCOCC4,1.2779649246454237,-3.1056633,1
CC1C=C(NO)[C@@H](C)N1,1.2777476978302,0.19423103,1
c1coc(C[N@@H+]2CC2)n1,1.2776991499900818,0.0758822,1
Nc1ccc2n1CCC2,1.2776588998675344,-2.0102084,1
Cc1cccnc1N,1.2775637857317923,-0.5254717,1
CC1=CN(C)C(=O)NC1,1.2773917629003524,-0.67936873,1
CC[C@@]1(N)COC1=O,1.2771545967936513,0.101472855,1
C[C@@]1(O)CCNC1=O,1.277145308303833,0.73821974,1
Cc1coc(=O)cc1C,1.2770951504588126,-0.7566261,1
C[C@H]1C(=O)NCC1NO,1.27701626021862,0.27137017,1
C#Cc1c[nH]c(CC)n1,1.277013659441471,-1.91357,1
C#Cc1cn(C)c(C)n1,1.2770085817337034,-1.9501306,1
CCN(CC1=CC=C(C=C1)Br)CC2=CC=NC=C2,1.276944181537628,-3.4517932,1
Cc1ccc(C)c(F)n1,1.2768508012533188,-1.304451,1
CN(C)c1cnc(O)[nH]1,1.2768094365119933,-0.9111376,1
CC1=CC=CC=C1NC2=NC(=CC(=N2)C)C,1.276613511300087,-3.646872,1
CN[C@@]1(CO)COC1=O,1.276574128103256,0.41417217,1
NCc1ccc(CN2CCCC(C2)Nc3ccc4[nH]ncc4c3)cc1,1.2765027925014496,-3.065913,1
COC1=C(C=C(C(=C1)C[NH2+]CCC2=CC=CC=C2)Cl)OC,1.2764331907510758,-2.7881684,1
Nc1nccc(NC2CCN(Cc3ccccc3)CC2)n1,1.2763016657352448,-1.8765398,1
CC1CN(CC(O1)C)CC(COC2=CC=CC=C2C(C)C)O,1.2762813549041745,-1.7442349,1
CCCCc1cocn1,1.2762782587409016,-1.3479278,1
Nc1occ2c1CCN2,1.2762521271228788,-1.1408949,1
CN1CCC[C@@H](O)C1=O,1.276105740523338,0.63792086,1
C[C@H]1CNCC(=O)N1C,1.2760031955957412,0.12979245,1
CCOC(C1=[C-][C-]=[C-][C-]=[C-]1)OCC,1.275892105257511,0.6569505,1
C[C@@H](O)c1coc(N)n1,1.2758580474615098,-0.34437013,1
O[C@H]1C[C@H]1c1ncc[nH]1,1.275819778883457,-0.51792,1
CN1CC[N+](=C2NC3=C(N2CC(COC4=CC=CC=C4)O)C(=O)N(C(=O)N3C)C)CC1,1.2758085088491438,-3.1694355,1
CCn1nc(N)cc1O,1.2757629333257672,-1.1554749,1
CNc1nc(CO)c[nH]1,1.2755515272974969,-0.5584202,1
Cc1nc([C@H]2CN2)c[nH]1,1.2755512796044348,-0.6286392,1
C[NH2+][CH+]O[C@H]1CNC1=O,1.275530597233772,-0.33021736,1
CCc1ncnc(N2CCC(CC2)OC)c1C#Cc3ccc(C)nc3,1.27551672642231,-2.5887585,1
CC[NH+]1CC[NH+](CC1)CCCCOC2=CC=C(C=C2)C#N,1.275287981879711,-2.1731038,1
CC1=CCn2ccnc21,1.2752871149539948,-2.2007003,1
C#C[C@]1(CC)CNC1=O,1.2752360901832578,-0.65983915,1
CC1=CCC([NH-])NC1=O,1.275151998388767,-0.4169786,1
Cc1ncn2c1C[C@@H]2C,1.2751200459837913,-1.8336134,1
Cc1cccc(O)c1C,1.275081529712677,-1.1938074,1
Oc1cc(N2CC2)c[nH]1,1.2750745943069457,-1.8250372,1
CC1=CCn2nccc21,1.274846097457409,-2.134457,1
C[NH+](C)CCCNC(=O)C1(CCCC1)C2=CC=C(C=C2)OC,1.2747716656923291,-2.7589002,1
Cc1n[nH]cc1NC=N,1.2747483825445176,-1.0363333,1
O[C@H]1C[C@H]1c1ccoc1,1.274672340774536,-0.6335807,1
Cn1cc(O[CH+][NH-])cn1,1.274659584581852,-0.42024446,1
Cc1coc(NC=N)c1,1.2746195821523667,-1.1590748,1
C[C@H]1CN(C=N)C(=O)N1,1.2744554854989052,-0.8844433,1
CCOC1=C(C=C(C=C1)C(=S)N2CCCCC2)OCC,1.274225626337528,-3.3427124,1
CCC1=CC(NO)CN1,1.2742103932142257,-0.27492285,1
CNc1cc[nH+]nc1N,1.2741776977300645,-0.72382116,1
C[C@]1(C)CC(=O)C=C1N,1.2740511265754697,-0.8653524,1
Cc1cc2c(o1)NCC2,1.2739314908266066,-1.643457,1
OCCc1cc(O)[nH]n1,1.2739214592576027,0.27113485,1
[NH-][CH+]Oc1ccc(N)[nH]1,1.2738092543005943,-1.4215264,1
Cc1cn2c(n1)[C@H](O)C2,1.2737873334646226,-1.122457,1
CC(C)NC(=S)N(CC1=CC=CO1)C2CCN(CC2)C,1.273764421856403,-2.216555,1
CC[C@@H](O)c1cnco1,1.273742624866962,0.36908364,1
[NH-][CH+]Oc1nc[nH]c1O,1.273716493248939,-0.8387182,1
CC1=NC(=CC=C1)CN2CCCN(CC2)C(=S)NC3CCCCCCC3,1.2737132732391356,-3.3637135,1
CCc1ncnc(N2CCC(C)(CC2)OC)c1C#Cc3ccc(N)nc3,1.2737105486154556,-2.4638083,1
C[n+]1ccc(NO)cc1,1.273604288291931,-0.2137351,1
Oc1cnc([C@@H]2CC2)[nH]1,1.2735273795962332,-1.6711065,1
N=CNc1c[nH]cc1O,1.2733261289834976,-1.4289379,1
COc1nc(CO)co1,1.2732803057670594,-0.036376476,1
OCCc1nc(O)co1,1.27325330722332,0.036821604,1
C[NH2+]C1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)N)OC)OC)OC,1.273225565600395,-2.147708,1
OCc1cnc2n1CC2,1.2732146671056743,-0.66589737,1
ONC1=C[CH-][C@@H](O)[C@H]1O,1.273209589397907,0.031944036,1
CC1=C(C)C(NO)CN1,1.2728654198884963,-0.26476526,1
Nc1occ2c1NCC2,1.2727636180400848,-1.2440681,1
C[C@@H]1C(=O)NC[C@@H]1CO,1.2727410779714583,0.11914945,1
CN1C(=O)CC(=O)N(C2CCN(CC2)C3CCCCCCC3)c4ccccc14,1.2726917870521546,-3.458986,1
CC[C@@H]1C(=O)NC[C@@H]1C,1.272630483019352,-0.7991469,1
C[C@H]1C(=O)NC[C@]1(C)C,1.272581192100048,-0.3971734,1
CNc1oc(N)n[n+]1C,1.27255035431385,-1.2850809,1
Cc1c[nH]c(=O)cc1N,1.2725211265325544,-1.1676087,1
Cc1c[nH]nc1CO,1.272458955574035,0.13969684,1
[NH-]c1o[cH+]cc(N)c1O,1.2724587078809737,-0.6706631,1
OCc1ccn2c1CC2,1.2723966607689858,-1.9728487,1
CC1=CCCC(=O)N1C,1.2723764737844467,-0.9774997,1
C[C@H](C)n1ccc(N)n1,1.2723602498888966,-1.3117523,1
C1=CC=C(C=C1)C2=CSC(=N2)CCO,1.2723368428945538,-2.6699944,1
C[N@@H+](C)[C@H]1CNC1=O,1.2720871682882309,0.5387559,1
OCCOc1c[nH]cn1,1.2719142785310744,0.06794667,1
CCC(C)NC(=O)C1(CCC(=O)N1CC2=C(C=CC(=C2)OC)OC)C,1.2718137151479718,-3.3758097,1
CNc1cc(CO)n[nH]1,1.271712408685684,-0.17791986,1
CC#Cc1c[nH]c(C)n1,1.2717120371460915,-2.1675124,1
C[NH+](C)CCN1C(=O)C2C3CC(C2C1=O)C=C3,1.271674511647224,-2.8239207,1
CNc1coc(NC)n1,1.2716312892079351,-0.94461226,1
COc1cnc[nH+]c1[NH-],1.271543729710579,-0.12944388,1
Cn1ccc(CCO)c1,1.2715390235424042,-1.7504133,1
CC[C@@]1(C)NC(=O)[C@H]1C,1.2714247131943703,-0.876873,1
N[C@H]1Cn2c(O)cnc21,1.2711546039104462,-1.314831,1
C[C@@]1(C)C(=O)O[C@@H]1CO,1.2710105703949923,0.1288352,1
CN(C)c1cnc(O)o1,1.2709833241581916,-0.6181128,1
CC1(C(N(C(=O)O1)CCC2=CC(=C(C=C2)OC)OC)(C)O)CC3=CC=CC=C3,1.2709474086642265,-3.1285486,1
CC[C@@]1(C)OC(=O)[C@H]1N,1.2709370055556295,-0.0415051,1
Cc1cnc(CN)o1,1.2708599730134007,0.17899013,1
O[C@H]1CCn2nccc21,1.270757056546211,-0.43581605,1
COc1nc(N)oc1O,1.270686216330528,-1.5004892,1
CCOC1CCN(CC1)c2ncnc(CC)c2C#Cc3ccc(N)nc3,1.270680519390106,-2.4771607,1
Nc1ccc(N2CC2)[nH]1,1.270527692770958,-1.8250216,1
CC(C[NH2+]CCOC1=CC=CC(=C1)C(F)(F)F)O,1.2702905266642568,-1.7888961,1
CCc1nc(N)c(O)[nH]1,1.2702678627490998,-1.2027209,1
CN(CCc1ccc(O)c2ncccc12)CC#C,1.2701793124794958,-2.1522253,1
CCNc1cccn[nH+]1,1.2701430254459378,-0.15043187,1
C[C@H]1NC(=O)N(C)C1=O,1.2700957160711286,-0.7556205,1
CC[C@H]1CNC(=O)[C@H]1C,1.2699401648283004,-1.0646036,1
Cc1nc(F)ccc1O,1.2699366971254349,-0.9031582,1
CO[C@@]1(C)C=CNC1=O,1.2699218355417252,-1.0719814,1
CCc1ncccc1F,1.269815327525139,-1.1473536,1
OCCCc1ccc[nH]1,1.269804924416542,-1.3636286,1
C#CCc1cccn1C,1.2697870905160902,-2.7005715,1
C[C@@H]1C(=O)N[C@H](C)[C@@H]1C,1.2697546427249908,-0.6315975,1
CNc1nc(OC)co1,1.2697219472408294,-1.1479063,1
CNCCC1=NC(=CS1)C2=CC=C(C=C2)F,1.2696597762823103,-3.046615,1
C[C@]1(C)NC(=O)[C@H]1CO,1.2695847252845764,0.292763,1
COCc1ncc(O)[nH]1,1.2695193343162536,-0.13422179,1
Nc1c[nH]c(N)c1,1.2694685572385789,-0.7140038,1
C1CCCN(CC1)C2=NC(=NC(=N2)NN=CC3=C(C=C(C=C3)O)O)N4CCCCCC4,1.2693719569444657,-3.3807452,1
OCCNc1ncco1,1.2693122629165647,0.42356348,1
C#C[C@H](O)c1ccn[nH]1,1.2692881128430369,-0.0747149,1
O=c1[nH]cc(CCO)o1,1.2692736227989196,-0.23785591,1
CC1(C(N(C(=O)O1)N(C)C)(C)O)CC2=CC=CC=C2,1.2691526247382163,-1.8605108,1
Oc1nccn1[C@@H]1CC1,1.2691147276997563,-1.8487705,1
N=CN1CC[C@H](O)C1=O,1.268862452316284,0.1980362,1
Cc1oc(=O)[nH]c1N,1.2688110560059545,-0.9531069,1
OCc1ccnc(O)c1,1.2687576781511307,0.20766807,1
Nc1cc(CCO)n[nH]1,1.2687547058343889,-0.04126215,1
C#CCCc1cn[nH]c1,1.2686828748464585,-0.9124336,1
CC1=C(NO)C[C@H](O)[CH-]1,1.2686225615859033,0.16328692,1
Cc1cnc(N2CC2)o1,1.2685872653245929,-1.3735158,1
CCNc1coc(N)n1,1.2685570467710492,-0.78308296,1
C#C[C@H](O)c1cnc[nH]1,1.2684657718777657,-0.07874179,1
CC(=NN1CCN(CC1)CC2=CC=C(C=C2)Cl)C3=CN=CC=C3,1.2684288656115532,-3.3904943,1
CN1CCC(CC1)N2CCC(CC2)OC3=NC(=CC(=O)N3C)c4ccncn4,1.268216840350628,-2.246409,1
Cc1ccc(O)[nH]1,1.2681147908091543,-0.69062686,1
C[C@@]1(O)CN(C=N)C1=O,1.2680791230082509,0.22727299,1
CCCCN1C(=O)C(C(=O)NC1=O)C(=C)NN2CCCCC2,1.267943263363838,-2.8971446,1
CC1=CC=C(C=C1)CC2C(=O)N(C(=O)N(C2=O)C)C,1.2679080909490583,-2.4047372,1
COc1c[nH]c(C)n1,1.2679007840037344,-1.1495676,1
CCc1ncnc(N2CCN(CC2)C3CCN(C)CC3)c1C#Cc4ccc(N)nc4,1.2677565027952191,-2.2512407,1
Nc1cc2c(o1)CCN2,1.2677230642318724,-1.4963772,1
Oc1cc([C@H]2CC2)c[nH]1,1.26771055573225,-3.4016304,1
CC(C)(C1CCN(C1)CC2=CC=CC=C2)O,1.267684671807289,-1.5508574,1
C1C(CC2=C1C=CC(=C2)N)N,1.2676784794807432,-1.2888937,1
Cc1ccc(O)cc1N,1.2676220054626466,-1.1935894,1
CC=CCOC1=[N+](C2=C(N1)N(C(=O)N(C2=O)C)C)C,1.267608506190777,-2.85472,1
COc1c[nH]c(OC)n1,1.2676004561662673,-1.5559582,1
Nc1cnn2c1NCC2,1.2675847276568413,-1.2103152,1
COC1=CC=C(C=C1)N2CCN(CC2)CC(C3=CNC4=CC=CC=C43)O,1.2675206990003582,-3.0896895,1
Nc1nccc(n1)N2CCNCC2,1.2674325202703476,-0.95141935,1
Oc1cc2c([nH]1)CCN2,1.2673012429475785,-1.6359903,1
C[C@H]1C=CNC(=O)N1C,1.267190276455879,-0.95258355,1
COC1=CC=C(C=C1)CC[NH2+]CC(C2=CC=CC=C2)O,1.2670921900033951,-1.8818965,1
OCCCc1cnco1,1.2670871122956275,0.65194845,1
