smiles,reaction_energy,Pred_LogS,isSoluble
CCc1[nH]nc(C)c1O,1.7136377003431318,-0.6097517,1
CNc1oc(C)c[n+]1C,1.713624077224731,-0.6202419,1
CNc1cc(C)[nH]c1C,1.7132143929004666,-3.17067,1
Cc1c(N)cn(C)c1C,1.71316609275341,-1.9611468,1
C[C@@H](CO)c1ccn[nH]1,1.7130122753620145,0.051644087,1
CNc1cc(N)oc1N,1.7129847814321515,-1.5502408,1
C[C@@H](C)c1c[nH]cc1O,1.7129788367986678,-1.8639375,1
COCc1ccc(C)o1,1.7127138052225108,-0.30738378,1
CCc1nn(C)cc1O,1.71215154197216,-0.87545705,1
CC(C)[C@H](CO)NCc1nc(ccc1F)c2ccc(OCC(F)(F)F)cc2,1.7117255099058148,-3.677367,1
Cc1cc(C)c(O)cn1,1.7116838974714277,-0.48942494,1
OCCc1[nH]ccc1O,1.7116759712934493,-0.72788405,1
COC1=CC=CC=C1CN2CCN(CC2)CCOCCO,1.711167209744453,-1.313215,1
C[C@@H](O)Cc1ccoc1,1.7110772971630093,0.2283721,1
OC[C@@H](O)c1ccoc1,1.7109935769081113,0.6596751,1
CCN(CC)CC(COC1=C(C=C(C=C1)Cl)Cl)O,1.7108169717550274,-2.4531407,1
CC(C)C1=CC=CC=C1OCC(CNCCC[N+]2=CNC=C2)O,1.710747122311592,-2.4668431,1
CNc1c[nH]nc1C,1.7105440140008925,-0.29083538,1
CCN1CCN(CC1)CCCOC2=CC=CC=C2OCC,1.7105360878229137,-2.1516595,1
Nc1cc(O)c(CO)o1,1.7105323724269863,-0.9212775,1
CCn1cc(O)cc1O,1.7104226444005963,-1.3576536,1
CCOc1cccnc1,1.7102713039398192,-0.5564501,1
CN(C)c1[nH]ncc1N,1.7101333389043805,-0.4678042,1
OCc1coc(CO)c1,1.7097561023712156,0.40599108,1
CCc1cc(O)c(O)[nH]1,1.7093471611261366,-1.3353357,1
CCn1c(C)ccc1N,1.7093434457302092,-2.0104976,1
OCc1cnccc1O,1.709243873119354,0.4512403,1
CC1(C)CC(CC(C)(C)C1)N2N=CC(=CC2=O)O,1.7089359906435009,-3.1513968,1
CCn1ccnc1CO,1.7086372728109356,-0.37848997,1
Cc1nc(O)n(C)c1N,1.7085238293886182,-1.3678901,1
CC1=CC(=CC(=C1OCCNCC(C)O)Br)Cl,1.7082999148607252,-2.606778,1
Cn1ncc(N)c1CO,1.7082560731887817,-0.47537255,1
Cn1cc(O)cc1CO,1.7080170493841167,-1.219773,1
CNc1c[nH]c(OC)c1,1.707914009070396,-1.8611386,1
CC(C)(C)C1=CC(=C(C=C1)OCC[NH2+]C)Cl,1.707823353409767,-2.323795,1
CCNc1cccn1C,1.7077510270357128,-2.8866603,1
CCN(CC)C1CC(=O)N(C1=O)C2=CC=C(C=C2)OCC,1.7077440916299818,-2.4958696,1
Nc1cocc1[C@H]1CC1,1.707597457337379,-1.6296206,1
Nc1c(O)[nH]c(O)c1O,1.7072541547536848,-1.5779723,1
CCCc1[nH]ccc1O,1.707223440814018,-1.7956309,1
CNc1cc(N)n(C)c1,1.7071798468351362,-1.6273826,1
CC(CNCCOC1=C(C=C(C=C1)Cl)C(C)(C)C)O,1.7070673941850658,-3.2875023,1
COc1cc(CO)co1,1.706907136774063,-0.2728014,1
Nc1c[nH]nc1CCO,1.7068771659135815,-0.20744371,1
CN(C)c1cn[nH]c1N,1.706863542795181,-0.47164106,1
CC[NH+]1CC[NH+](CC1)CCOCCOC2=CC=C(C=C2)I,1.706723596215248,-2.7776272,1
CNCc1[nH]ncc1O,1.7065363402605054,0.056267023,1
CCCc1[nH]ncc1O,1.7064744169950483,-0.648154,1
CC(C)C[NH2+]CC1=CC(=C(C=C1Br)OCC#C)OC,1.7063500750780105,-3.0580297,1
Nc1[nH]c(CO)cc1O,1.7063498273849484,-1.1581976,1
Cc1cn(C)c(N)c1C,1.705961444664001,-2.018295,1
C[C@H](C)c1[nH]ncc1O,1.705731833195686,-0.9842272,1
CCn1ncc(N)c1N,1.7057221731662748,-0.8970084,1
Cc1cc(N)c(CO)[nH]1,1.7056436544656752,-1.663774,1
C[C@@H](O)Cc1cnc[nH]1,1.7054524354219436,0.2565949,1
COc1[nH]c(C)cc1C,1.7052027608156202,-3.0043337,1
CC(C)OCCCNCC(COC1=CC=CC=C1F)O,1.7050722265720366,-1.9504663,1
Cc1c(N)[nH]c(=O)n1C,1.7048341935396194,-0.8570354,1
Cc1[nH]cc(N)c1C,1.7044631493329998,-1.207545,1
CC(CNCCCOC1=C(C=C(C=C1)Br)Cl)O,1.7042427025079725,-2.5715451,1
CNc1cc[nH]c1OC,1.7042122362613674,-1.7235353,1
COc1cc(C)oc1O,1.7040138341188429,-1.0896628,1
CCc1ccc(O)n1C,1.703876116776466,-1.8666453,1
[NH-][CH+]Oc1cocc1O,1.703783727264404,-0.4509766,1
C[C@@H](O)c1nccn1C,1.7037745626211165,-0.49397182,1
Nc1[nH]c(O)c(N)c1O,1.7037314640283585,-1.8242502,1
OCCCc1cnc[nH]1,1.703692328524589,0.30239058,1
OCc1ccncc1O,1.703521915698051,0.4159932,1
CCc1ccc(O)cn1,1.7033975737810132,-0.31733656,1
Cc1ccnc(C)c1O,1.7029779817342754,-0.4809599,1
CCc1c(N)ccn1C,1.702808559679985,-2.039974,1
CC([NH-])Oc1ccoc1,1.7027775980472564,-0.3234837,1
Cc1occc1CO,1.7027191424846646,0.19486284,1
Cc1cc(N)cnc1C,1.7016017990827557,-0.6007688,1
CC[NH+]1CC[NH+](CC1)CCCCOC2=CC(=CC=C2)Cl,1.7015886713504789,-3.4372253,1
Cc1cc(C)n(C)c1O,1.701207224035263,-1.8423123,1
C[NH+]1CC[NH+](CC1)CCCOC2=CC(=C(C=C2)Cl)Cl,1.701203013253212,-2.7751272,1
CCc1[nH]ncc1OC,1.7009290647268291,-0.84065485,1
Cc1[nH]nc(CO)c1N,1.7008408859968185,-0.5220134,1
COc1[nH]c(O)cc1O,1.7006385207653043,-1.1551671,1
CNCc1c[nH]cc1O,1.7005008034229276,-0.70852685,1
CNc1cc(N)cn1C,1.700427733969688,-1.5676413,1
COc1c(O)c[nH]c1N,1.700398753881454,-1.3870525,1
CCCc1coc(N)c1,1.7002803565979003,-0.9131706,1
[NH-][CH+]Oc1cocc1N,1.7001790501356124,-0.91547036,1
Cc1cc(C)c(C)o1,1.7000958252668377,-0.805207,1
CCc1n[nH]c(C)c1O,1.700061148238182,-0.63266444,1
Cc1ccc(CCO)o1,1.700056689763069,-0.1592145,1
CCn1ccc(O)c1C,1.700032168149948,-1.8573005,1
CCc1ccc(CO)o1,1.6999189724206922,-0.35666323,1
COc1[nH]c(O)cc1C,1.699716607189178,-1.422059,1
OCc1cc(O)c(O)[nH]1,1.6996395746469497,-0.7387817,1
CCCOc1cn[nH]c1,1.699337884497642,-1.379992,1
COC1=CC=CC=C1C[NH+]2CCCC(C2)CO,1.6992975105285644,-1.6117029,1
CCNc1[nH]ncc1N,1.6992719981431956,-0.5083418,1
Cc1cc(N)co1,1.699134280800819,-0.06005907,1
CCNCC1=CC(=C(C=C1Br)OCC)OC,1.6990674036741256,-2.6991174,1
CC(C)Oc1ccc(cn1)c2ccc(F)c(CN[C@@H](CO)C(C)C)n2,1.6988197106122969,-3.2315488,1
COCCC[NH2+]CCCCOC1=C(C=C(C=C1)Cl)CC=C,1.6985858883619307,-3.682819,1
Cc1cn(C)c(C)c1O,1.698396650862693,-1.8433958,1
CC1CC(CN(C1)CC(COC2=C(C=C(C=C2)OC)CC=C)O)C,1.6981900748491283,-2.8045175,1
Cc1coc(O)c1CN,1.6981796717405315,-0.55764127,1
CC1=C(C=CC(=C1)C(C)(C)C)OCCC[NH2+]CC[NH3+],1.6981279038906094,-1.6879224,1
CNc1cnn(C)c1N,1.6980887683868406,-0.7065451,1
Cc1cc(O)c(O)cn1,1.6980612744569776,-0.16433239,1
Nc1[nH]ccc1CCO,1.697673634815216,-1.1485205,1
CNCC1=NC(=CS1)C2=C(C(=C(C=C2)OC)OC)OC,1.697410337090492,-2.6322765,1
CCn1cc(O)c(C)n1,1.6973974570512769,-0.83552,1
CNc1[nH+]c(N)c(C)o1,1.6973662477254865,-0.97001076,1
CC(C)SCCCOC1=CC=CC=C1OC,1.696932289481163,-3.2238188,1
Cc1c(N)cncc1O,1.696881264710426,-0.6911938,1
Cc1n[nH]c(CO)c1N,1.6968086906433104,-0.47228336,1
CCNc1cn[nH]c1N,1.696732153487205,-0.5179932,1
OCCNc1cn[nH]c1,1.6963967770814894,0.24221301,1
CC(C)C1=CC=CC=C1OCC(CN2CCCCC2)O,1.6960341544389723,-2.6814477,1
OCc1nc[nH]c1CO,1.6958803370475768,0.28144312,1
CCc1cc(N)c(O)o1,1.6956195162534713,-1.3792539,1
C[C@@H](C)c1cc[nH]c1N,1.6952224642753595,-2.1990683,1
COc1cc(C)cn1C,1.6952103273153305,-2.9970143,1
CCOc1cc(N)c[nH]1,1.6951949703454967,-1.3748515,1
COc1cc[nH]c1C,1.6950604730129235,-2.29495,1
COc1cc(O)[nH]c1O,1.694613634729385,-1.1667602,1
CNc1cc(O)n(C)c1,1.6944122602701186,-1.6217872,1
CCn1cccc1NC,1.6943478600740431,-2.8204398,1
Cc1n[nH]c(C)c1N,1.6943478600740431,-0.3407297,1
C[C@@H](C)c1[nH]ccc1N,1.6940843146562572,-2.2125564,1
COC1=C(C=CC(=C1)CNCCO)OCC=C,1.693920341849327,-1.8743912,1
Cc1cn(C)c(O)c1C,1.6936894919157024,-1.8391082,1
OCCc1cc[nH]c1O,1.6936179086208345,-0.73087144,1
CNc1ccc(N)n1C,1.6934440280914305,-1.4698474,1
COC1=C(C=CC(=C1)C[NH2+]C2CCCCC2)OCC=C,1.693325135421753,-3.0070102,1
Cc1c(N)c[nH]c1O,1.6931866750001905,-1.0764062,1
C[C@@H](C)c1[nH]ccc1O,1.6924567235469814,-1.8666673,1
CC1CC(CN(C1)CC(COC2=CC(=C(C=C2)C)C)O)C,1.6922764029979702,-2.3240008,1
CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)[NH+]3CC[NH+](CC3)C,1.692145373368263,-1.4238274,1
Cn1cc(N)c(O)c1,1.691899166464805,-1.2936008,1
C[C@@](C)(O)c1ccn[nH]1,1.691561808514595,0.35984182,1
CC(C)C1=CC=CC=C1OCC(CN2CCCC2)O,1.6915372869014735,-2.5274942,1
C[C@@H](O)c1cc[nH]c1O,1.6912437706232066,-0.8958001,1
CN1C2=C(C(=O)NC1=O)[N+](=C(N2)NCCCOC)CCO,1.6911357764482498,-1.6293712,1
CCC(CO)(CO)C(=N)C1=CC=CC=C1O,1.691040166926384,-1.5415299,1
CNc1c[nH]nc1CO,1.6909163203954694,-0.40739322,1
CCn1cc(N)cc1O,1.6908405263185498,-1.6663762,1
Cc1c[nH]c(N(C)C)c1,1.690801390814781,-2.7333438,1
Nc1c[nH]cc1CO,1.6904878113985058,-0.96751285,1
COc1[nH]c(N)cc1O,1.6904382727861402,-1.4465864,1
Nc1cc(CO)c(N)[nH]1,1.6904192004203793,-1.4901216,1
CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)NCCN3CCN(CC3)C,1.6903637171745296,-2.1089902,1
C[C@H](C)Oc1cn[nH]c1,1.6899562620878217,-1.220809,1
C[C@@H](O)Cc1ccn[nH]1,1.6899044942378991,0.25844598,1
COc1ccc(nc1)[C@H]2C[C@@H]2COc3nc(C)ncc3C4=CCC(O)CC4,1.6899000357627867,-3.63541,1
Nc1coc(N)c1O,1.689867587971687,-1.359035,1
CCn1c(N)c[nH]c1=O,1.6895188361406324,-0.9604659,1
Cc1oc(N)cc1CO,1.6894851498842236,-0.8454492,1
CCOC1=C(C=C(C=C1)C(C2=CC(=C(C(=C2)OC)OC)OC)N3CCCNCC3)OCC,1.6894380882024764,-3.4791954,1
CO[C@@H](C)c1cnc[nH]1,1.6894031634807585,-0.31390095,1
CC(C)CNCC1=CC(=C(C=C1Br)OCC#C)OC,1.6893868157386778,-3.634831,1
CCc1cc(N)c(C)[nH]1,1.6893774034023283,-2.397799,1
CN(CC(COC1=CC=CC=C1CC=C)O)C2CCCCC2,1.6890360823631283,-2.7256052,1
Oc1c[nH]c(O)c1O,1.6890085884332655,-0.69063044,1
CCc1c(O)ccn1C,1.68898480989933,-1.8428012,1
CNc1cc(O)c(N)[nH]1,1.6888899434566491,-1.4450438,1
Cc1occc1O[CH+][NH-],1.6887703077077862,-0.6158478,1
C[C@@H](O)Cn1ccnc1,1.6887594092130658,0.25966692,1
CCc1oc(N)cc1C,1.6887088798284529,-1.3566787,1
COc1c[nH]cc1C,1.6885954364061355,-2.298921,1
CC[N+]1=C(NC2=CC=CC=C21)NCCCO,1.6880730517387388,-2.765235,1
CCc1n[nH]cc1N,1.6880730517387388,-0.52407575,1
CCN1CCN(CC1)CCCOC2=CC=CC(=C2C)C,1.6878971896648405,-3.3765867,1
CC(COC)[NH2+]CC(COC1=CC=CC=C1)O,1.6878365048646926,-0.93615556,1
CNc1cc[nH]c1C,1.687799350905418,-1.9134341,1
Cc1c(O)oc(O)c1C,1.687671293592453,-1.459466,1
Cn1ccc(N)c1O,1.687645285820961,-1.1666436,1
Cc1ccc(N)cn1,1.687624479603767,0.0032448769,1
CCCSC1=NC(=C(C(=O)N1)C(C)CC)O,1.6875363008737565,-3.5960517,1
C[C@]1(C)Cc2ccnn21,1.6872569031000135,-2.5747771,1
Nc1c(O)[nH]c(O)c1N,1.6868130371332164,-1.6925813,1
CNc1cc(C)oc1O,1.6867124737501142,-1.1533895,1
Cc1c(N)c[nH]c1N,1.6867119783639906,-0.9023745,1
CNc1cn[nH]c1NC,1.6866921629190443,-0.3787129,1
CCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)[NH2+]C3CCCCC3,1.686637670445442,-3.4743638,1
CC(C)(C)C1=CC(=C(C=C1)OCCNC)Cl,1.6857747078180312,-3.060326,1
Cc1c(O)oc(N)c1N,1.685727398443222,-1.8257987,1
COc1cccnc1C,1.6856337704658504,-0.41653538,1
CC[C@@H](O)c1ccn[nH]1,1.6855874518632885,0.09702587,1
OCCCc1ccn[nH]1,1.685485897707939,0.3046198,1
Cc1cc(N)c(N)o1,1.685269166278839,-1.0812092,1
CC[NH+](CC)CCCCSC1=CC=C(C=C1)O,1.6850608564138412,-3.176209,1
Cc1c(N)oc(N)c1O,1.6850142901182172,-1.7141331,1
C1CCC(C1)OC2=CC=C(C=C2)CNCCO,1.6849875392675395,-2.3998492,1
CCn1cc(N)cc1N,1.6849687145948409,-1.7092606,1
OCCCn1ccnc1,1.6849137267351146,0.3096633,1
Cc1c[nH]c(N)c1C,1.6849117451906204,-1.2053673,1
CCc1cc(N)c(O)[nH]1,1.6847395985126492,-1.7589812,1
Cn1cc(N)c(N)c1,1.6845615072011944,-1.1999407,1
CCc1[nH]c(C)cc1N,1.6844926485300062,-2.2331815,1
CCc1cc(O)[nH]c1N,1.6844733284711837,-1.6972227,1
CNc1c(N)cnn1C,1.6844445960760113,-0.7593539,1
CC1=CC=CC=C1N2CC[NH+](CC2)CCC3=CC(=C(C(=C3)OC)OC)OC,1.6844230467796324,-2.5770855,1
COc1cc(N)[nH]c1O,1.6843749943256374,-1.4577403,1
Cn1c(O)ccc1CO,1.6840780103445052,-1.1357832,1
Nc1oc(N)c(O)c1O,1.6840723134040831,-2.1291757,1
COC1=CC=C(C=C1)N2CC[NH+](CC2)CC(CCl)O,1.6839051205873488,-1.5991198,1
CCOC1=CC=CC=C1OCCCN2CCCC(C2)C,1.6838020802736278,-3.3226073,1
COCC[NH2+]CCOC1=C(C=C(C=C1)Br)Cl,1.6837708709478374,-1.6347961,1
CCc1coc(NC)[nH+]1,1.683650987505913,-0.4936967,1
CC1=C(C=CC(=C1)C(C)(C)C)OCCCNCCN,1.6835179763317107,-2.281706,1
Cc1cc(C)n(C)c1N,1.683422366809845,-2.0230913,1
COc1cc(O)c(O)[nH]1,1.6831897830247875,-1.053472,1
Cc1c(N)cnn1C,1.6830555333852764,-0.35662055,1
Nc1cccnc1CO,1.682563367271423,-0.2552173,1
OC[C@@H]1[C@@H](O)[C@H](O)CCN1Cc2occc2,1.6825299287080764,0.31475186,1
CCn1c(C)ccc1O,1.6824313468694685,-1.8306826,1
COC1=C(C(=CC(=C1)C[NH2+]CCO)Br)OCC=C,1.6821123182058333,-2.2720466,1
COC1=C(C=C2CCCCC2=C1)OC,1.6820412302970884,-2.530136,1
COCCc1cnc[nH]1,1.6813053342103954,0.13087392,1
C1CCN(CC1)CC(COC2=CC3=C(CCC3)C=C2)O,1.6812711525678634,-2.7018778,1
Cc1[nH]c(O)cc1O,1.681245392489433,-0.93760514,1
CCNc1cn[nH]c1,1.6809020899057383,-0.22225785,1
COc1cn(C)nc1C,1.6808111865520474,-0.799428,1
CNCc1ccoc1O,1.680521385669708,-0.33142734,1
CCOCc1cnc[nH]1,1.680372274446487,-0.0022404194,1
CNc1cc(CO)co1,1.67992023460865,-0.27964664,1
CCn1ccnc1C,1.6797399140596387,-0.6012747,1
CNc1ccoc1,1.679669073843956,0.18332982,1
COc1cc(C)c(O)[nH]1,1.67961408598423,-1.4617476,1
CCN(CC)CC(OC1=CC=CC=C1OC)Cl,1.679548447322845,-2.8506796,1
CN1C2=C(C(=O)N(C1=O)C)[N+](=CN2)CCC(CNC3=[N+](CCC3)C)O,1.6792772234201427,-2.1815233,1
C=CCC1=CC=CC=C1OCCOCCNCC=C,1.679158330750465,-2.0362954,1
Cc1ccoc1CO,1.6790800597429274,0.11720157,1
CCc1c(O)cnn1C,1.6790736197233196,-0.7384014,1
Cc1c[nH]nc1N(C)C,1.6787828280687331,-0.5766785,1
Cc1c(O)c[nH]c1O,1.6787045570611951,-0.8871298,1
Cc1nn(C)c(C)c1C,1.678589132094383,-1.9931959,1
COC1=C(C=C(C=C1)Br)C[NH+]2CCCC(C2)CO,1.6778485298395154,-3.5533671,1
COC1=CC=CC=C1OCC#CC[NH+]2CCCCCC2,1.6776226337671276,-2.2165847,1
COC1=CC=CC(=C1)C[NH+]2CC[NH+](CC2)CCO,1.6773152466773986,-1.0010161,1
CC[C@@H](C)c1c[nH]cn1,1.6771473107814785,-2.079964,1
Oc1ccnc(O)c1O,1.677123779940605,-0.6774678,1
CCOc1cn[nH]c1C,1.677037335062027,-1.1187463,1
CCc1cc(O)co1,1.676989530301094,-0.32293272,1
CC(C)[NH+](CC(COC1=CC=CC=C1)O)C2CCCCC2,1.6769432116985317,-3.1335511,1
Nc1cc[nH]c1CO,1.6768988746404645,-0.96056247,1
CCn1ncc(O)c1C,1.6763539499044415,-0.8435569,1
CCc1cn(C)c(C)n1,1.6763192728757854,-1.7042309,1
CC1CC[NH+](CC1)CC2=C(C3=C(C=CC(=C3[NH+]=C2C)OC)OC)O,1.676305897450447,-2.790667,1
CCc1cc(O)n(C)c1,1.675954668688774,-1.9435723,1
CCc1cc(C)[nH]c1O,1.675829831385612,-1.9319369,1
COC1=CC=C(C=C1)C[NH+]2CCC(CC2)[NH+]3CCCCCC3,1.675574212145805,-1.9964117,1
Cc1nn(C)c(O)c1C,1.6753527745485304,-0.8893194,1
C[C@H](C)n1cc(N)cn1,1.6753522791624067,-1.3049567,1
CCNc1[nH+]c(C)co1,1.675296795916557,-0.5292897,1
CCC1=CC=C(S1)C=NC23C[NH+]4C[NH+](C2)C[NH+](C3)C4,1.674770695853233,-1.7397923,1
C[NH+]1CCN(CC1)C2=[N+](C3=C(N2)N(C(=O)NC3=O)C)CCO,1.674150720119476,-1.3631885,1
Cc1cc(O[CH+][NH-])co1,1.6741343723773956,-0.44010043,1
Cc1c(N)oc(N)c1C,1.674120253872871,-1.3576348,1
CCc1occc1O,1.6740533767461776,-0.2858956,1
NCCc1ccoc1O,1.673936713314056,-0.29026055,1
COC1=[NH+]C(=C(C=C1)N)OC,1.6739357225418088,-0.9568567,1
CNc1c[nH]cc1C,1.6738755331277844,-1.9167764,1
COc1c[nH]cc1N,1.673820049881935,-0.9876747,1
CNc1cc(N)c(O)[nH]1,1.6738173252582549,-1.4432173,1
C[C@@H](O)c1ccnn1C,1.6738017205953597,-0.37801862,1
CCc1nc(C)cn1C,1.6737685297250744,-1.8260614,1
OCc1ccc(CO)o1,1.673487645792961,0.054782152,1
COc1cc(O)[nH]c1N,1.6734083840131757,-1.403491,1
COCCc1ccn[nH]1,1.67331277449131,0.1378386,1
CN(C)c1n[nH]cc1N,1.6730900984287258,-0.64064217,1
C[C@@H](C)c1cc[nH]c1O,1.6730819245576858,-1.8615991,1
Cc1nc(O)n(C)c1O,1.673052201390266,-1.1263483,1
CCc1coc(C)c1,1.672847606921196,-0.80516815,1
Cc1cc(O)c(C)[nH]1,1.6727485296964644,-1.287977,1
CC[NH+]1CC[NH+](CC1)CCCCOC2=CC=C(C=C2)I,1.6727034495592117,-3.6827247,1
CN(C)CCNCCOCCOC1=CC=CC=C1,1.6724763150215147,-1.0374043,1
CC[NH+]1CC[NH+](CC1)CCCOC2=CC=CC=C2F,1.6724111717462535,-2.5259967,1
C[NH+](C)CC[NH2+]CC1=CC(=C(C=C1)OC)Br,1.6723638623714443,-1.278018,1
Cc1c(O)oc(O)c1N,1.6720658876180647,-1.7763789,1
CCc1cc(C)c(O)[nH]1,1.6718018468141551,-1.9300463,1
CCn1cc(C)nc1C,1.671264848256111,-1.6009885,1
CC1=C(C=C(C=C1)Cl)N2CC[NH+](CC2)CC(CO)O,1.6711627987146374,-2.0613647,1
CNc1[nH]c(O)cc1O,1.671056290698051,-1.3056426,1
Cn1nccc1CCO,1.6709369026422496,-0.17004085,1
Cc1cc(CO)oc1N,1.6708754747629162,-0.89975214,1
CNc1occ(O)[n+]1C,1.670708529639244,-0.8067887,1
CCc1c[nH]cc1N,1.6705678399801251,-1.5947462,1
COc1cc(O)c(N)[nH]1,1.67042492108345,-1.4007428,1
C[C@H](C)c1cnc[nH]1,1.6702374174356458,-1.3707223,1
C[C@@H](C)c1cccnc1,1.6699042702674864,-1.4788406,1
CCC1=CC(=CC=C1)OCCC[NH2+]C(C)(C)C,1.6698111376762386,-2.387281,1
CCCn1cccc1N,1.6692533329010009,-2.0623384,1
Cc1cc(C)c(C)cn1,1.6690098506212232,-0.5512681,1
Cn1ccnc1N1CC1,1.668953376603126,-1.4673581,1
CNc1cc(OC)c[nH]1,1.66891052570343,-1.8607854,1
CC1=CC(=C(C=C1)OCC[NH2+]CC(C)O)I,1.6686928035020827,-2.1568995,1
CCc1cn(C)cc1O,1.6684560089349745,-1.9348494,1
COc1c[nH]c(=O)n1C,1.6684498166084287,-1.0641651,1
Cc1cocc1O[CH+][NH-],1.668290054583549,-0.5642917,1
Cn1c(N)c(N)[nH]c1=O,1.668256120634079,-0.9936633,1
COc1occc1C,1.6681652172803876,-0.6872442,1
CC(C)[C@H](CO)NCc1nc(ccc1F)c2ccc(F)cc2,1.6675871016740795,-3.4253776,1
Cc1ccnn1CCO,1.6674808413505553,-0.25298214,1
C[C@@H](C)c1c[nH]cc1N,1.667423376560211,-2.2131448,1
COC1=C(C(=CC(=C1)CNCCO)Br)OCC=C,1.6668720118045806,-2.4538264,1
COc1cn(C)cc1C,1.6668717641115185,-3.0063138,1
CCc1ccc(OC)[nH]1,1.6660296077013013,-2.9630084,1
CO[C@@H](C)c1ccn[nH]1,1.666012516880035,-0.3092513,1
Nc1cccn1CCO,1.6657303944826125,-1.147876,1
CCOC1=CC=C(C=C1)NC2CC(=O)N(C2=O)CCOC,1.6656350326538083,-2.07167,1
CC(C)N(CC(COC1=CC=CC=C1)O)C2CCCCC2,1.6656273541688915,-3.1666517,1
OCc1c[nH]cc1O,1.6655614678144453,-0.42046452,1
Cc1c(O)c(O)nn1C,1.6653804041862483,-1.3595476,1
CNc1occ[n+]1C,1.6648238378763196,-0.055685997,1
Cc1ccc(O)c(C)n1,1.6645184323310849,-0.45230722,1
COCCNCCOC1=C(C=C(C=C1)Br)Cl,1.664312847089767,-2.0483782,1
OCc1cocc1O,1.6640730802059172,0.5465603,1
CCC1=C(NC(=NC1=O)SCCN(CC)CC)C,1.663771637749672,-3.156005,1
CC(COC)NCC(COC1=CC=CC=C1)O,1.663569024825096,-1.1978848,1
CN1C(=O)C(C(=O)N(C1=S)C)CC2=CC(=C(C(=C2)OC)OC)OC,1.6634543429374693,-2.0142758,1
Nc1c[nH]c(O)c1N,1.6634540952444072,-1.4871852,1
CCc1n[nH]c(N)c1N,1.6633832550287244,-0.90367866,1
COc1occc1O,1.6632633715867993,-0.67619276,1
Cc1cc(O)[nH]c1C,1.6630600155830382,-1.3448298,1
C[C@@](C)(C)c1ncco1,1.6626248188734052,-1.5203457,1
CCc1cc(C)co1,1.662314211773872,-0.8479254,1
CCc1c[nH]c(OC)c1,1.6622086945295331,-2.9854884,1
Cn1cc(O)c(CO)c1,1.6620115308523171,-1.2319221,1
CC(C)[C@H](CO)NCc1nc(ccc1F)c2cocc2,1.661904032063484,-2.3234286,1
Cc1ccncc1C,1.6618428518772124,-0.058680296,1
CC[NH+]1CC[NH+](CC1)CCOCCOC2=CC=C(C=C2)F,1.6617886070966716,-2.0068302,1
CCOC1=C(C=C(C=C1)C(C)(C)C)C(C)N,1.661772011661529,-2.7126737,1
Cc1nn(C)cc1N,1.6616578251600265,-0.4684031,1
C[C@@H](O)c1coc(N)c1,1.6614841923236845,-0.36967802,1
CC(C1=CC(=C(C=C1)O)OC)O,1.6612783593893048,-1.6127343,1
Cc1cc(N)c(C)n1C,1.6612382331132889,-1.9596078,1
CCc1[nH]ccc1N,1.6611520359277725,-1.5962777,1
CC1=CC(=CC=C1)CN2C(=C(C(=N2)C)N)C,1.661149806690216,-3.3645146,1
CCn1cc(NC)cn1,1.6611490636110302,-0.7027414,1
Cc1cc(N(C)C)c[nH]1,1.6611426235914228,-2.7292526,1
C[C@@H](C)n1cccc1N,1.661132220482826,-2.184698,1
CCOCc1ccn[nH]1,1.661094571137428,0.005520344,1
CCn1cc(C)cc1O,1.6610851588010784,-1.9231972,1
Cc1c(N)oc(O)c1N,1.6610534540891644,-1.800194,1
COCc1nccn1C,1.6609013705492015,-0.39571834,1
Cc1c[nH]c([C@H](C)C)n1,1.6608196318387982,-2.2682502,1
CCOc1ccc(C)[nH]1,1.6607691024541853,-2.7021031,1
CCn1nccc1CO,1.660609835815429,-0.31358337,1
CCN1CCN(CC1)CCCOC2=CC=CC(=C2)OCC,1.6604307537317275,-2.3801937,1
CNc1cncc(C)c1,1.6600810111284252,-0.28590727,1
CCOc1[nH]ccc1N,1.660039398694038,-1.3928924,1
Cn1cc(O)c(O)c1,1.6597711471080778,-0.92410684,1
CCc1cc(N)cn1C,1.6596980776548382,-2.188542,1
C[NH+]1CCCC1C2=CN=CC=C2,1.6596693452596665,-1.2903461,1
CCNc1c[nH]c(N)c1,1.6595497095108032,-1.5102088,1
OCc1occc1O,1.6594934831857675,0.33635616,1
CCCOC1=CC(=CC=C1)OCCN2CCN(CC2)CC,1.659298301053047,-2.6357436,1
CCc1cc(C)n(C)n1,1.6589549984693526,-1.6970373,1
CC1CC(CN(C1)CC(COC2=CC(=CC(=C2)C)C)O)C,1.6587003700017928,-2.389845,1
CN(C)CCNCC1=CC(=C(C=C1)OC)Br,1.6585304525613784,-1.757696,1
Cc1[nH]c(CO)cc1N,1.6584866108894345,-1.6808153,1
CC(C)(CO)NCC1=CC=CC=C1OCC=C,1.6580236725568769,-2.147737,1
COc1occc1N,1.657985775518417,-0.855021,1
CNc1[nH]nc(C)c1N,1.6575775773525234,-0.70389533,1
OC[C@@H]1[C@@H](O)[C@H](O)CCN1Cc2cccs2,1.657487169384956,0.066329956,1
COCc1n[nH]cc1N,1.6573534151315688,-0.46050835,1
