smiles,reaction_energy
O=C(O)c1c(C(=O)O)ccc(c12)c(C(=O)O)c3c(n2)cnc(c3)C(=O)O,-0.05999
O=C(O)c(c1)ccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.07431
O=C(O)c1cccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06231
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cnc(c3)C(=O)O,-0.05133
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cnc(c3)C(=O)O,-0.04873
c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.07017
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)cc3c(n2)cnc(c3)C(=O)O,-0.05802
O=C(O)c(c1)cc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.0713
O=C(O)c1ccc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06245
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)cc3c(n2)cnc(c3)C(=O)O,-0.04349
O=C(O)c(c1)c(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.07001
O=C(O)c1cc(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06027
O=C(O)c1c(C(=O)O)ccc(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.05322
c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06158
O=C(O)c(c1)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06209
O=C(O)c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06467
c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07789
O=C(O)c(c1)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06435
O=C(O)c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.05975
c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08189
O=C(O)c1c(C(=O)O)ccc(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06328
O=C(O)c(c1)ccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08317
O=C(O)c1cccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07586
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cncc3C(=O)O,-0.06049
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cncc3C(=O)O,-0.05521
c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08083
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)cc3c(n2)cncc3C(=O)O,-0.05546
O=C(O)c(c1)cc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08052
O=C(O)c1ccc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.0705
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)cc3c(n2)cncc3C(=O)O,-0.04721
O=C(O)c(c1)c(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08416
O=C(O)c1cc(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07467
O=C(O)c1c(C(=O)O)ccc(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.06706
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3,-0.05793
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3,-0.06019
c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.07172
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3,-0.06467
O=C(O)c(c1)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.07504
O=C(O)c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.06513
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cncc3,-0.04662
O=C(O)c(c1)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.08232
O=C(O)c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.07181
O=C(O)c1c(C(=O)O)ccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.06336
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cncc3,-0.05495
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3,-0.07341
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3,-0.06843
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3,-0.06195
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)ncc3,-0.05853
c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cnc(C(=O)O)c3C(=O)O,-0.06972
O=C(O)c(c1)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cnc(C(=O)O)c3C(=O)O,-0.06862
O=C(O)c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cnc(C(=O)O)c3C(=O)O,-0.06793
c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.08291
O=C(O)c(c1)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cnc(C(=O)O)c3C(=O)O,-0.06859
O=C(O)c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cnc(C(=O)O)c3C(=O)O,-0.06398
c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.07882
O=C(O)c1c(C(=O)O)ccc(c12)c(C(=O)O)c3c(n2)cnc(C(=O)O)c3C(=O)O,-0.06028
O=C(O)c(c1)ccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.07973
O=C(O)c1cccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.07281
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cnc(C(=O)O)c3C(=O)O,-0.05193
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cnc(C(=O)O)c3C(=O)O,-0.04878
c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.06824
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)cc3c(n2)cnc(C(=O)O)c3C(=O)O,-0.0505
O=C(O)c(c1)cc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.06862
O=C(O)c1ccc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.06192
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)cc3c(n2)cnc(C(=O)O)c3C(=O)O,-0.0424
O=C(O)c(c1)c(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.07197
O=C(O)c1cc(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.06426
O=C(O)c1c(C(=O)O)ccc(c12)cc3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.05496
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cnc(c3)C(=O)O,-0.05689
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cnc(c3)C(=O)O,-0.05756
c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06996
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cnc(c3)C(=O)O,-0.06066
O=C(O)c(c1)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.07072
O=C(O)c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06294
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cnc(c3)C(=O)O,-0.05001
O=C(O)c(c1)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.08018
O=C(O)c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06921
O=C(O)c1c(C(=O)O)ccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.06032
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cnc(c3)C(=O)O,-0.05236
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.07142
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.05897
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.05799
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.05854
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.0546
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06425
c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08431
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06748
O=C(O)c(c1)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08022
O=C(O)c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07457
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.06587
O=C(O)c(c1)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.0876
O=C(O)c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08005
O=C(O)c1c(C(=O)O)ccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07693
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cncc3C(=O)O,-0.06067
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.08202
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07776
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.06971
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.06823
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3,-0.05867
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.07688
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.06794
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.07324
O=C(O)c1c(C(=O)O)c(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.06912
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3,-0.06409
c1cccc(c12)cc3c(n2)cnc(C(=O)O)c3C(=O)O,-0.04175
c1cccc(c12)c(C(=O)O)c3c(n2)cnc(c3)C(=O)O,-0.04765
c1ccc(C(=O)O)c(c12)cc3c(n2)cnc(c3)C(=O)O,-0.04017
c1cc(C(=O)O)cc(c12)cc3c(n2)cnc(c3)C(=O)O,-0.03986
O=C(O)c(c1)ccc(c12)cc3c(n2)cnc(c3)C(=O)O,-0.04154
O=C(O)c1cccc(c12)cc3c(n2)cnc(c3)C(=O)O,-0.03708
c1cccc(c12)cc3c(n2)c(C(=O)O)nc(c3)C(=O)O,-0.05706
c1cccc(c12)c(C(=O)O)c3c(n2)cncc3C(=O)O,-0.05019
c1ccc(C(=O)O)c(c12)cc3c(n2)cncc3C(=O)O,-0.05074
c1cc(C(=O)O)cc(c12)cc3c(n2)cncc3C(=O)O,-0.05283
O=C(O)c(c1)ccc(c12)cc3c(n2)cncc3C(=O)O,-0.05282
O=C(O)c1cccc(c12)cc3c(n2)cncc3C(=O)O,-0.04831
c1cccc(c12)cc3c(n2)c(C(=O)O)ncc3C(=O)O,-0.07347
c1ccc(C(=O)O)c(c12)c(C(=O)O)c3c(n2)cncc3,-0.05021
c1cc(C(=O)O)cc(c12)c(C(=O)O)c3c(n2)cncc3,-0.05121
O=C(O)c(c1)ccc(c12)c(C(=O)O)c3c(n2)cncc3,-0.05136
O=C(O)c1cccc(c12)c(C(=O)O)c3c(n2)cncc3,-0.04719
c1cccc(c12)c(C(=O)O)c3c(n2)c(C(=O)O)ncc3,-0.06877
c1cc(C(=O)O)c(C(=O)O)c(c12)cc3c(n2)cncc3,-0.04937
O=C(O)c(c1)cc(C(=O)O)c(c12)cc3c(n2)cncc3,-0.05067
O=C(O)c1ccc(C(=O)O)c(c12)cc3c(n2)cncc3,-0.04928
c1ccc(C(=O)O)c(c12)cc3c(n2)c(C(=O)O)ncc3,-0.06513
O=C(O)c(c1)c(C(=O)O)cc(c12)cc3c(n2)cncc3,-0.05061
O=C(O)c1cc(C(=O)O)cc(c12)cc3c(n2)cncc3,-0.04409
c1cc(C(=O)O)cc(c12)cc3c(n2)c(C(=O)O)ncc3,-0.06359
O=C(O)c1c(C(=O)O)ccc(c12)cc3c(n2)cncc3,-0.04931
O=C(O)c(c1)ccc(c12)cc3c(n2)c(C(=O)O)ncc3,-0.06585
O=C(O)c1cccc(c12)cc3c(n2)c(C(=O)O)ncc3,-0.0541
c1cccc(c12)cc3c(n2)cnc(c3)C(=O)O,-0.02998
c1cccc(c12)cc3c(n2)cncc3C(=O)O,-0.04421
c1cccc(c12)c(C(=O)O)c3c(n2)cncc3,-0.042
c1ccc(C(=O)O)c(c12)cc3c(n2)cncc3,-0.03965
c1cc(C(=O)O)cc(c12)cc3c(n2)cncc3,-0.03887
O=C(O)c(c1)ccc(c12)cc3c(n2)cncc3,-0.04189
O=C(O)c1cccc(c12)cc3c(n2)cncc3,-0.03456
c1cccc(c12)cc3c(n2)c(C(=O)O)ncc3,-0.05762
c1cccc(c12)cc3c(n2)cncc3,-0.02989
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)c(C(=O)O)c3c(n2)c(C(=O)O)nc(C(=O)O)c3C(=O)O,-0.08357
c1ccc(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.02117
c1cc(F)cc(c12)c(F)c3c(n2)cnc(F)c3F,-0.01941
c1c(F)ccc(c12)c(F)c3c(n2)cnc(F)c3F,-0.02041
Fc1cccc(c12)c(F)c3c(n2)cnc(F)c3F,-0.02108
c1cccc(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.00535
c1cc(F)c(F)c(c12)cc3c(n2)cnc(F)c3F,-0.02311
c1c(F)cc(F)c(c12)cc3c(n2)cnc(F)c3F,-0.0247
Fc1ccc(F)c(c12)cc3c(n2)cnc(F)c3F,-0.02534
c1ccc(F)c(c12)cc3c(n2)c(F)nc(F)c3F,-0.01054
c1c(F)c(F)cc(c12)cc3c(n2)cnc(F)c3F,-0.02111
Fc1cc(F)cc(c12)cc3c(n2)cnc(F)c3F,-0.02282
c1cc(F)cc(c12)cc3c(n2)c(F)nc(F)c3F,-0.00773
Fc1c(F)ccc(c12)cc3c(n2)cnc(F)c3F,-0.02272
c1c(F)ccc(c12)cc3c(n2)c(F)nc(F)c3F,-0.00824
Fc1cccc(c12)cc3c(n2)c(F)nc(F)c3F,-0.00998
c1cc(F)c(F)c(c12)c(F)c3c(n2)cnc(F)c3,-0.02434
c1c(F)cc(F)c(c12)c(F)c3c(n2)cnc(F)c3,-0.02571
Fc1ccc(F)c(c12)c(F)c3c(n2)cnc(F)c3,-0.02694
c1ccc(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.01013
c1c(F)c(F)cc(c12)c(F)c3c(n2)cnc(F)c3,-0.02297
Fc1cc(F)cc(c12)c(F)c3c(n2)cnc(F)c3,-0.02421
c1cc(F)cc(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.00853
Fc1c(F)ccc(c12)c(F)c3c(n2)cnc(F)c3,-0.02532
c1c(F)ccc(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.00971
Fc1cccc(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.01001
c1c(F)c(F)c(F)c(c12)cc3c(n2)cnc(F)c3,-0.02542
Fc1cc(F)c(F)c(c12)cc3c(n2)cnc(F)c3,-0.02711
c1cc(F)c(F)c(c12)cc3c(n2)c(F)nc(F)c3,-0.01199
Fc1c(F)cc(F)c(c12)cc3c(n2)cnc(F)c3,-0.02809
c1c(F)cc(F)c(c12)cc3c(n2)c(F)nc(F)c3,-0.01272
Fc1ccc(F)c(c12)cc3c(n2)c(F)nc(F)c3,-0.01411
Fc1c(F)c(F)cc(c12)cc3c(n2)cnc(F)c3,-0.02442
c1c(F)c(F)cc(c12)cc3c(n2)c(F)nc(F)c3,-0.00941
Fc1cc(F)cc(c12)cc3c(n2)c(F)nc(F)c3,-0.01213
Fc1c(F)ccc(c12)cc3c(n2)c(F)nc(F)c3,-0.01203
c1cc(F)c(F)c(c12)c(F)c3c(n2)cncc3F,-0.02994
c1c(F)cc(F)c(c12)c(F)c3c(n2)cncc3F,-0.03037
Fc1ccc(F)c(c12)c(F)c3c(n2)cncc3F,-0.03187
c1ccc(F)c(c12)c(F)c3c(n2)c(F)ncc3F,-0.01709
c1c(F)c(F)cc(c12)c(F)c3c(n2)cncc3F,-0.02852
Fc1cc(F)cc(c12)c(F)c3c(n2)cncc3F,-0.03134
c1cc(F)cc(c12)c(F)c3c(n2)c(F)ncc3F,-0.01461
Fc1c(F)ccc(c12)c(F)c3c(n2)cncc3F,-0.03058
c1c(F)ccc(c12)c(F)c3c(n2)c(F)ncc3F,-0.01647
Fc1cccc(c12)c(F)c3c(n2)c(F)ncc3F,-0.01774
c1c(F)c(F)c(F)c(c12)cc3c(n2)cncc3F,-0.03429
Fc1cc(F)c(F)c(c12)cc3c(n2)cncc3F,-0.03672
c1cc(F)c(F)c(c12)cc3c(n2)c(F)ncc3F,-0.021
Fc1c(F)cc(F)c(c12)cc3c(n2)cncc3F,-0.03582
c1c(F)cc(F)c(c12)cc3c(n2)c(F)ncc3F,-0.02196
Fc1ccc(F)c(c12)cc3c(n2)c(F)ncc3F,-0.02308
Fc1c(F)c(F)cc(c12)cc3c(n2)cncc3F,-0.03248
c1c(F)c(F)cc(c12)cc3c(n2)c(F)ncc3F,-0.01796
Fc1cc(F)cc(c12)cc3c(n2)c(F)ncc3F,-0.02034
Fc1c(F)ccc(c12)cc3c(n2)c(F)ncc3F,-0.02041
c1c(F)c(F)c(F)c(c12)c(F)c3c(n2)cncc3,-0.03343
Fc1cc(F)c(F)c(c12)c(F)c3c(n2)cncc3,-0.0354
c1cc(F)c(F)c(c12)c(F)c3c(n2)c(F)ncc3,-0.01872
Fc1c(F)cc(F)c(c12)c(F)c3c(n2)cncc3,-0.03529
c1c(F)cc(F)c(c12)c(F)c3c(n2)c(F)ncc3,-0.02016
Fc1ccc(F)c(c12)c(F)c3c(n2)c(F)ncc3,-0.02241
Fc1c(F)c(F)cc(c12)c(F)c3c(n2)cncc3,-0.03312
c1c(F)c(F)cc(c12)c(F)c3c(n2)c(F)ncc3,-0.01796
Fc1cc(F)cc(c12)c(F)c3c(n2)c(F)ncc3,-0.01972
Fc1c(F)ccc(c12)c(F)c3c(n2)c(F)ncc3,-0.02047
Fc1c(F)c(F)c(F)c(c12)cc3c(n2)cncc3,-0.03654
c1c(F)c(F)c(F)c(c12)cc3c(n2)c(F)ncc3,-0.02115
Fc1cc(F)c(F)c(c12)cc3c(n2)c(F)ncc3,-0.02367
Fc1c(F)cc(F)c(c12)cc3c(n2)c(F)ncc3,-0.02512
Fc1c(F)c(F)cc(c12)cc3c(n2)c(F)ncc3,-0.02046
c1cc(F)c(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.02247
c1c(F)cc(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.02234
Fc1ccc(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.02251
c1ccc(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.00701
c1c(F)c(F)cc(c12)c(F)c3c(n2)cnc(F)c3F,-0.02035
Fc1cc(F)cc(c12)c(F)c3c(n2)cnc(F)c3F,-0.0216
c1cc(F)cc(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.00574
Fc1c(F)ccc(c12)c(F)c3c(n2)cnc(F)c3F,-0.02111
c1c(F)ccc(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.00681
Fc1cccc(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.0075
c1c(F)c(F)c(F)c(c12)cc3c(n2)cnc(F)c3F,-0.02464
Fc1cc(F)c(F)c(c12)cc3c(n2)cnc(F)c3F,-0.02635
c1cc(F)c(F)c(c12)cc3c(n2)c(F)nc(F)c3F,-0.01098
Fc1c(F)cc(F)c(c12)cc3c(n2)cnc(F)c3F,-0.02643
c1c(F)cc(F)c(c12)cc3c(n2)c(F)nc(F)c3F,-0.01184
Fc1ccc(F)c(c12)cc3c(n2)c(F)nc(F)c3F,-0.01299
Fc1c(F)c(F)cc(c12)cc3c(n2)cnc(F)c3F,-0.02304
c1c(F)c(F)cc(c12)cc3c(n2)c(F)nc(F)c3F,-0.00833
Fc1cc(F)cc(c12)cc3c(n2)c(F)nc(F)c3F,-0.01089
Fc1c(F)ccc(c12)cc3c(n2)c(F)nc(F)c3F,-0.00904
c1c(F)c(F)c(F)c(c12)c(F)c3c(n2)cnc(F)c3,-0.02526
Fc1cc(F)c(F)c(c12)c(F)c3c(n2)cnc(F)c3,-0.0266
c1cc(F)c(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.01023
Fc1c(F)cc(F)c(c12)c(F)c3c(n2)cnc(F)c3,-0.02847
c1c(F)cc(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.01136
Fc1ccc(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.01274
Fc1c(F)c(F)cc(c12)c(F)c3c(n2)cnc(F)c3,-0.02461
c1c(F)c(F)cc(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.00969
Fc1cc(F)cc(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.01112
Fc1c(F)ccc(c12)c(F)c3c(n2)c(F)nc(F)c3,-0.0109
Fc1c(F)c(F)c(F)c(c12)cc3c(n2)cnc(F)c3,-0.02807
c1c(F)c(F)c(F)c(c12)cc3c(n2)c(F)nc(F)c3,-0.01254
Fc1cc(F)c(F)c(c12)cc3c(n2)c(F)nc(F)c3,-0.01533
Fc1c(F)cc(F)c(c12)cc3c(n2)c(F)nc(F)c3,-0.01502
Fc1c(F)c(F)cc(c12)cc3c(n2)c(F)nc(F)c3,-0.0119
c1c(F)c(F)c(F)c(c12)c(F)c3c(n2)cncc3F,-0.03087
Fc1cc(F)c(F)c(c12)c(F)c3c(n2)cncc3F,-0.03316
c1cc(F)c(F)c(c12)c(F)c3c(n2)c(F)ncc3F,-0.01796
Fc1c(F)cc(F)c(c12)c(F)c3c(n2)cncc3F,-0.03229
c1c(F)cc(F)c(c12)c(F)c3c(n2)c(F)ncc3F,-0.01901
Fc1ccc(F)c(c12)c(F)c3c(n2)c(F)ncc3F,-0.01943
Fc1c(F)c(F)cc(c12)c(F)c3c(n2)cncc3F,-0.03078
c1c(F)c(F)cc(c12)c(F)c3c(n2)c(F)ncc3F,-0.01649
Fc1cc(F)cc(c12)c(F)c3c(n2)c(F)ncc3F,-0.01822
Fc1c(F)ccc(c12)c(F)c3c(n2)c(F)ncc3F,-0.01781
Fc1c(F)c(F)c(F)c(c12)cc3c(n2)cncc3F,-0.03569
c1c(F)c(F)c(F)c(c12)cc3c(n2)c(F)ncc3F,-0.02178
Fc1cc(F)c(F)c(c12)cc3c(n2)c(F)ncc3F,-0.02397
Fc1c(F)cc(F)c(c12)cc3c(n2)c(F)ncc3F,-0.02326
Fc1c(F)c(F)cc(c12)cc3c(n2)c(F)ncc3F,-0.02075
Fc1c(F)c(F)c(F)c(c12)c(F)c3c(n2)cncc3,-0.03572
c1c(F)c(F)c(F)c(c12)c(F)c3c(n2)c(F)ncc3,-0.02
Fc1cc(F)c(F)c(c12)c(F)c3c(n2)c(F)ncc3,-0.02158
Fc1c(F)cc(F)c(c12)c(F)c3c(n2)c(F)ncc3,-0.0218
Fc1c(F)c(F)cc(c12)c(F)c3c(n2)c(F)ncc3,-0.0197
Fc1c(F)c(F)c(F)c(c12)cc3c(n2)c(F)ncc3,-0.02317
c1cccc(c12)cc3c(n2)cnc(F)c3,-0.02193
c1cccc(c12)cc3c(n2)cncc3F,-0.02885
c1cccc(c12)c(F)c3c(n2)cncc3,-0.03045
c1ccc(F)c(c12)cc3c(n2)cncc3,-0.03291
c1cc(F)cc(c12)cc3c(n2)cncc3,-0.03136
c1c(F)ccc(c12)cc3c(n2)cncc3,-0.03123
Fc1cccc(c12)cc3c(n2)cncc3,-0.03233
c1cccc(c12)cc3c(n2)c(F)ncc3,-0.01661
c1c(F)c(F)c(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.022
Fc1cc(F)c(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.0234
c1cc(F)c(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.00771
Fc1c(F)cc(F)c(c12)c(F)c3c(n2)cnc(F)c3F,-0.02325
c1c(F)cc(F)c(c12)c(F)c3c(n2)c(F)nc(F)c3F,-0.00901
