smiles,reaction_energy
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(c12)c(S(=O)(=O)O)nnc2S(=O)(=O)O,-0.03238
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)cc(c12)cnnc2S(=O)(=O)O,-0.02617
O=S(=O)(O)c1cc(S(=O)(=O)O)cc(c12)c(S(=O)(=O)O)nnc2S(=O)(=O)O,-0.03404
O=S(=O)(O)c1c(S(=O)(=O)O)ccc(c12)c(S(=O)(=O)O)nnc2S(=O)(=O)O,-0.03266
O=S(=O)(O)c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)cnnc2,-0.02394
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(c12)cnnc2S(=O)(=O)O,-0.03025
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)cc(c12)cnnc2,-0.02378
O=S(=O)(O)c1cc(S(=O)(=O)O)cc(c12)cnnc2S(=O)(=O)O,-0.0313
O=S(=O)(O)c1cc(S(=O)(=O)O)cc(c12)c(S(=O)(=O)O)nnc2,-0.03035
O=S(=O)(O)c1c(S(=O)(=O)O)ccc(c12)cnnc2S(=O)(=O)O,-0.02226
O=S(=O)(O)c1cccc(c12)c(S(=O)(=O)O)nnc2S(=O)(=O)O,-0.02909
O=S(=O)(O)c(c1)c(S(=O)(=O)O)cc(c12)cnnc2S(=O)(=O)O,-0.0311
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(c12)cnnc2,-0.00594
O=S(=O)(O)c1cc(S(=O)(=O)O)cc(c12)cnnc2,-0.01061
O=S(=O)(O)c1c(S(=O)(=O)O)ccc(c12)cnnc2,-0.01104
O=S(=O)(O)c1cccc(c12)cnnc2S(=O)(=O)O,-0.01592
O=S(=O)(O)c1cccc(c12)c(S(=O)(=O)O)nnc2,-0.02206
O=S(=O)(O)c(c1)c(S(=O)(=O)O)cc(c12)cnnc2,-0.00809
O=S(=O)(O)c1cccc(c12)cnnc2,0.00211
c1cc(S(=O)(=O)O)cc(c12)cnnc2,0.00146
c1cccc(c12)cnnc2S(=O)(=O)O,-0.01142
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)c(S(=O)(=O)O)nnc2S(=O)(=O)O,-0.04051
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)cc(C(=O)O)c(n2)C(=O)O,-0.06797
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)c(C(=O)O)cc(n2)C(=O)O,-0.07894
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)ccc(n2)C(=O)O,-0.06262
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)cc(cn2)C(=O)O,-0.05682
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)c(ccn2)C(=O)O,-0.07324
OC(=O)c1cc(C(=O)O)nc(c12)cc(C(=O)O)c(n2)C(=O)O,-0.0713
OC(=O)c1cc(C(=O)O)nc(c12)c(C(=O)O)cc(n2)C(=O)O,-0.08341
OC(=O)c1cc(C(=O)O)nc(c12)c(C(=O)O)c(cn2)C(=O)O,-0.06866
OC(=O)c1c(C(=O)O)cnc(c12)cc(C(=O)O)c(n2)C(=O)O,-0.06198
OC(=O)c1c(C(=O)O)cnc(c12)c(C(=O)O)c(cn2)C(=O)O,-0.06856
OC(=O)c(c1)c(C(=O)O)nc(c12)cc(C(=O)O)c(n2)C(=O)O,-0.06014
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)cccn2,-0.05275
OC(=O)c1cc(C(=O)O)nc(c12)ccc(n2)C(=O)O,-0.06661
OC(=O)c1cc(C(=O)O)nc(c12)cc(cn2)C(=O)O,-0.06236
OC(=O)c1cc(C(=O)O)nc(c12)c(ccn2)C(=O)O,-0.07685
OC(=O)c1c(C(=O)O)cnc(c12)ccc(n2)C(=O)O,-0.0522
OC(=O)c1c(C(=O)O)cnc(c12)cc(cn2)C(=O)O,-0.05088
OC(=O)c1c(C(=O)O)cnc(c12)c(ccn2)C(=O)O,-0.06273
OC(=O)c1ccnc(c12)cc(C(=O)O)c(n2)C(=O)O,-0.06139
OC(=O)c(c1)c(C(=O)O)nc(c12)ccc(n2)C(=O)O,-0.04844
OC(=O)c(c1)c(C(=O)O)nc(c12)cc(cn2)C(=O)O,-0.04708
OC(=O)c1cc(C(=O)O)nc(c12)cccn2,-0.05507
OC(=O)c1c(C(=O)O)cnc(c12)cccn2,-0.04506
OC(=O)c1ccnc(c12)ccc(n2)C(=O)O,-0.05521
OC(=O)c1ccnc(c12)cc(cn2)C(=O)O,-0.051
OC(=O)c1ccnc(c12)c(ccn2)C(=O)O,-0.06803
OC(=O)c(c1)c(C(=O)O)nc(c12)cccn2,-0.03381
c1cc(C(=O)O)nc(c12)ccc(n2)C(=O)O,-0.03847
c1cc(C(=O)O)nc(c12)cc(cn2)C(=O)O,-0.03049
OC(=O)c(c1)cnc(c12)cc(cn2)C(=O)O,-0.03313
OC(=O)c1ccnc(c12)cccn2,-0.04404
c1cc(C(=O)O)nc(c12)cccn2,-0.02231
OC(=O)c(c1)cnc(c12)cccn2,-0.01608
OC(=O)c1c(C(=O)O)c(C(=O)O)nc(c12)c(C(=O)O)c(C(=O)O)c(n2)C(=O)O,-0.0759
c1ccnc(c12)cccn2,-0.00462
Fc1c(F)c(F)nc(c12)cc(F)c(n2)F,0.02561
Fc1c(F)c(F)nc(c12)c(F)cc(n2)F,0.02489
Fc1c(F)c(F)nc(c12)c(F)c(F)cn2,0.01223
Fc1c(F)c(F)nc(c12)ccc(n2)F,0.02217
Fc1c(F)c(F)nc(c12)cc(F)cn2,0.01123
Fc1c(F)c(F)nc(c12)c(F)ccn2,0.01299
Fc1cc(F)nc(c12)cc(F)c(n2)F,0.02192
Fc1cc(F)nc(c12)c(F)cc(n2)F,0.11394
Fc1cc(F)nc(c12)c(F)c(F)cn2,0.01048
Fc1c(F)cnc(c12)cc(F)c(n2)F,0.01054
Fc1c(F)cnc(c12)c(F)c(F)cn2,0.0756
c1c(F)c(F)nc(c12)cc(F)c(n2)F,0.12633
Fc1c(F)c(F)nc(c12)cccn2,0.01057
Fc1cc(F)nc(c12)ccc(n2)F,0.01984
Fc1cc(F)nc(c12)cc(F)cn2,0.00899
Fc1cc(F)nc(c12)c(F)ccn2,0.00979
Fc1c(F)cnc(c12)ccc(n2)F,0.00872
Fc1c(F)cnc(c12)cc(F)cn2,-0.00545
Fc1c(F)cnc(c12)c(F)ccn2,-0.00344
Fc1ccnc(c12)cc(F)c(n2)F,0.00908
c1c(F)c(F)nc(c12)ccc(n2)F,0.0207
c1c(F)c(F)nc(c12)cc(F)cn2,0.00916
Fc1cc(F)nc(c12)cccn2,0.00791
Fc1c(F)cnc(c12)cccn2,-0.00513
Fc1ccnc(c12)ccc(n2)F,0.00766
Fc1ccnc(c12)cc(F)cn2,-0.00557
Fc1ccnc(c12)c(F)ccn2,-0.00287
c1c(F)c(F)nc(c12)cccn2,0.00866
c1cc(F)nc(c12)ccc(n2)F,0.01771
c1cc(F)nc(c12)cc(F)cn2,0.00765
c1c(F)cnc(c12)cc(F)cn2,0.10113
Fc1ccnc(c12)cccn2,-0.00421
c1cc(F)nc(c12)cccn2,0.00781
c1c(F)cnc(c12)cccn2,-0.00528
Fc1c(F)c(F)nc(c12)c(F)c(F)c(n2)F,0.09685
Nc1c(N)c(N)nc(c12)cc(N)c(n2)N,0.04654
Nc1c(N)c(N)nc(c12)c(N)cc(n2)N,0.05531
Nc1c(N)c(N)nc(c12)c(N)c(cn2)N,0.05031
Nc1c(N)c(N)nc(c12)ccc(n2)N,0.03975
Nc1c(N)c(N)nc(c12)cc(cn2)N,0.03777
Nc1c(N)c(N)nc(c12)c(N)ccn2,0.04618
Nc1cc(N)nc(c12)cc(N)c(n2)N,0.04084
Nc1cc(N)nc(c12)c(N)cc(n2)N,0.04563
Nc1cc(N)nc(c12)c(N)c(cn2)N,0.04635
Nc1c(N)cnc(c12)cc(N)c(n2)N,0.03769
Nc1c(N)cnc(c12)c(N)c(cn2)N,0.03686
c1c(N)c(N)nc(c12)cc(N)c(n2)N,0.04028
Nc1c(N)c(N)nc(c12)cccn2,0.03295
Nc1cc(N)nc(c12)ccc(n2)N,0.03189
Nc1cc(N)nc(c12)cc(cn2)N,0.03393
Nc1cc(N)nc(c12)c(N)ccn2,0.0408
Nc1c(N)cnc(c12)ccc(n2)N,0.02984
Nc1c(N)cnc(c12)cc(cn2)N,0.02117
Nc1c(N)cnc(c12)c(N)ccn2,0.03544
Nc1ccnc(c12)cc(N)c(n2)N,0.03414
c1c(N)c(N)nc(c12)ccc(n2)N,0.03495
c1c(N)c(N)nc(c12)cc(cn2)N,0.02548
Nc1cc(N)nc(c12)cccn2,0.02882
Nc1c(N)cnc(c12)cccn2,0.01666
Nc1ccnc(c12)ccc(n2)N,0.02636
Nc1ccnc(c12)cc(cn2)N,0.02733
Nc1ccnc(c12)c(N)ccn2,0.13596
c1c(N)c(N)nc(c12)cccn2,0.02191
c1cc(N)nc(c12)ccc(n2)N,0.02445
c1cc(N)nc(c12)cc(cn2)N,0.02431
c1c(N)cnc(c12)cc(cn2)N,0.01428
Nc1ccnc(c12)cccn2,0.01787
c1cc(N)nc(c12)cccn2,0.01447
c1c(N)cnc(c12)cccn2,0.00828
Nc1c(N)c(N)nc(c12)c(N)c(N)c(n2)N,0.06153
Oc1c(O)c(O)nc(c12)cc(O)c(n2)O,0.04942
Oc1c(O)c(O)nc(c12)c(O)cc(n2)O,0.05511
Oc1c(O)c(O)nc(c12)c(O)c(cn2)O,0.0489
Oc1c(O)c(O)nc(c12)ccc(n2)O,0.04517
Oc1c(O)c(O)nc(c12)cc(cn2)O,0.03432
Oc1c(O)c(O)nc(c12)c(O)ccn2,0.04121
Oc1cc(O)nc(c12)cc(O)c(n2)O,0.04579
Oc1cc(O)nc(c12)c(O)cc(n2)O,0.05297
Oc1cc(O)nc(c12)c(O)c(cn2)O,0.04198
Oc1c(O)cnc(c12)cc(O)c(n2)O,0.03626
Oc1c(O)cnc(c12)c(O)c(cn2)O,0.12502
c1c(O)c(O)nc(c12)cc(O)c(n2)O,0.04199
Oc1c(O)c(O)nc(c12)cccn2,0.0294
Oc1cc(O)nc(c12)ccc(n2)O,0.04124
Oc1cc(O)nc(c12)cc(cn2)O,0.03483
Oc1cc(O)nc(c12)c(O)ccn2,0.0404
Oc1c(O)cnc(c12)ccc(n2)O,0.02999
Oc1c(O)cnc(c12)cc(cn2)O,0.01429
Oc1c(O)cnc(c12)c(O)ccn2,0.02616
Oc1ccnc(c12)cc(O)c(n2)O,0.03515
c1c(O)c(O)nc(c12)ccc(n2)O,0.03638
c1c(O)c(O)nc(c12)cc(cn2)O,0.02495
Oc1cc(O)nc(c12)cccn2,0.0281
Oc1c(O)cnc(c12)cccn2,0.01251
Oc1ccnc(c12)ccc(n2)O,0.0263
Oc1ccnc(c12)cc(cn2)O,0.01474
Oc1ccnc(c12)c(O)ccn2,0.02234
c1c(O)c(O)nc(c12)cccn2,0.02097
c1cc(O)nc(c12)ccc(n2)O,0.03288
c1cc(O)nc(c12)cc(cn2)O,0.0188
Oc1ccnc(c12)cccn2,0.00681
c1cc(O)nc(c12)cccn2,0.01472
c1c(O)cnc(c12)cccn2,0.00111
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)cc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.06119
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)c(S(=O)(=O)O)c(cn2)S(=O)(=O)O,-0.0834
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)ccc(n2)S(=O)(=O)O,-0.05514
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)cc(cn2)S(=O)(=O)O,-0.06279
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)c(ccn2)S(=O)(=O)O,-0.0613
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)cc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.04163
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)c(S(=O)(=O)O)cc(n2)S(=O)(=O)O,-0.04968
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)c(S(=O)(=O)O)c(cn2)S(=O)(=O)O,-0.06051
O=S(=O)(O)c1c(S(=O)(=O)O)cnc(c12)cc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.05796
O=S(=O)(O)c1c(S(=O)(=O)O)cnc(c12)c(S(=O)(=O)O)c(cn2)S(=O)(=O)O,-0.08004
O=S(=O)(O)c(c1)c(S(=O)(=O)O)nc(c12)cc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.03273
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)cccn2,-0.05777
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)ccc(n2)S(=O)(=O)O,-0.03532
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)cc(cn2)S(=O)(=O)O,-0.03953
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)c(ccn2)S(=O)(=O)O,-0.04442
O=S(=O)(O)c1c(S(=O)(=O)O)cnc(c12)ccc(n2)S(=O)(=O)O,-0.05452
O=S(=O)(O)c1c(S(=O)(=O)O)cnc(c12)cc(cn2)S(=O)(=O)O,-0.06197
O=S(=O)(O)c1c(S(=O)(=O)O)cnc(c12)c(ccn2)S(=O)(=O)O,-0.05978
O=S(=O)(O)c1ccnc(c12)cc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.03583
O=S(=O)(O)c(c1)c(S(=O)(=O)O)nc(c12)ccc(n2)S(=O)(=O)O,-0.0264
O=S(=O)(O)c(c1)c(S(=O)(=O)O)nc(c12)cc(cn2)S(=O)(=O)O,-0.0325
O=S(=O)(O)c1cc(S(=O)(=O)O)nc(c12)cccn2,-0.03218
O=S(=O)(O)c1c(S(=O)(=O)O)cnc(c12)cccn2,-0.05592
O=S(=O)(O)c1ccnc(c12)ccc(n2)S(=O)(=O)O,-0.03079
O=S(=O)(O)c1ccnc(c12)cc(cn2)S(=O)(=O)O,-0.03338
O=S(=O)(O)c1ccnc(c12)c(ccn2)S(=O)(=O)O,-0.03281
O=S(=O)(O)c(c1)c(S(=O)(=O)O)nc(c12)cccn2,-0.02218
c1cc(S(=O)(=O)O)nc(c12)ccc(n2)S(=O)(=O)O,-0.02325
c1cc(S(=O)(=O)O)nc(c12)cc(cn2)S(=O)(=O)O,-0.02637
O=S(=O)(O)c(c1)cnc(c12)cc(cn2)S(=O)(=O)O,0.09033
O=S(=O)(O)c1ccnc(c12)cccn2,-0.02428
c1cc(S(=O)(=O)O)nc(c12)cccn2,-0.01724
O=S(=O)(O)c(c1)cnc(c12)cccn2,-0.02131
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)nc(c12)c(S(=O)(=O)O)c(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.08431
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)nccn2,-0.05965
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.05735
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)nc(cn2)C(=O)O,-0.06214
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.07236
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)nc(cn2)C(=O)O,-0.06179
c1cc(C(=O)O)c(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.06491
O=C(O)c(c1)cc(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.06538
O=C(O)c1ccc(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.06346
O=C(O)c(c1)c(C(=O)O)cc(c12)nc(C(=O)O)c(n2)C(=O)O,-0.06359
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.06737
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.06914
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.07041
c1ccc(C(=O)O)c(c12)nccn2,-0.03024
c1cc(C(=O)O)cc(c12)nccn2,-0.03355
c1cccc(c12)ncc(n2)C(=O)O,-0.03831
c1cc(C(=O)O)c(C(=O)O)c(c12)nccn2,-0.04772
O=C(O)c(c1)cc(C(=O)O)c(c12)nccn2,-0.04071
O=C(O)c1ccc(C(=O)O)c(c12)nccn2,-0.04305
c1ccc(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.0421
c1ccc(C(=O)O)c(c12)nc(cn2)C(=O)O,-0.05448
O=C(O)c(c1)c(C(=O)O)cc(c12)nccn2,-0.04283
c1cc(C(=O)O)cc(c12)ncc(n2)C(=O)O,-0.04939
c1cc(C(=O)O)cc(c12)nc(cn2)C(=O)O,-0.04576
c1cccc(c12)nc(C(=O)O)c(n2)C(=O)O,-0.04948
O=C(O)c(c1)c(C(=O)O)c(C(=O)O)c(c12)nccn2,-0.04851
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(c12)nccn2,-0.05515
c1cc(C(=O)O)c(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.05752
c1cc(C(=O)O)c(C(=O)O)c(c12)nc(cn2)C(=O)O,-0.05612
O=C(O)c(c1)cc(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.05036
O=C(O)c(c1)cc(C(=O)O)c(c12)nc(cn2)C(=O)O,-0.06366
O=C(O)c1ccc(C(=O)O)c(c12)ncc(n2)C(=O)O,-0.0621
c1ccc(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.05627
O=C(O)c(c1)c(C(=O)O)cc(c12)ncc(n2)C(=O)O,-0.05683
c1cc(C(=O)O)cc(c12)nc(C(=O)O)c(n2)C(=O)O,-0.05781
c1cccc(c12)nccn2,-0.0218
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(c12)nc(C(=O)O)c(n2)C(=O)O,-0.07292
c1c(F)c(F)c(F)c(c12)ncc(n2)F,-0.00019
c1c(F)c(F)c(F)c(c12)nc(F)cn2,-0.00014
Fc1cc(F)c(F)c(c12)ncc(n2)F,-0.00297
Fc1cc(F)c(F)c(c12)nc(F)cn2,-0.00133
c1cc(F)c(F)c(c12)nc(F)c(n2)F,0.0153
c1c(F)cc(F)c(c12)nc(F)c(n2)F,0.01466
Fc1ccc(F)c(c12)nc(F)c(n2)F,0.01356
c1c(F)c(F)cc(c12)nc(F)c(n2)F,0.01725
c1ccc(F)c(c12)nccn2,-0.01614
c1cc(F)cc(c12)nccn2,-0.015
c1cccc(c12)ncc(n2)F,-0.00086
Fc1c(F)c(F)c(F)c(c12)ncc(n2)F,-0.00163
c1c(F)c(F)c(F)c(c12)nc(F)c(n2)F,0.01526
Fc1cc(F)c(F)c(c12)nc(F)c(n2)F,0.01385
c1cc(F)c(F)c(c12)nccn2,-0.01535
c1c(F)cc(F)c(c12)nccn2,-0.01569
Fc1ccc(F)c(c12)nccn2,-0.01694
c1ccc(F)c(c12)ncc(n2)F,-0.00191
c1ccc(F)c(c12)nc(F)cn2,-0.00178
c1c(F)c(F)cc(c12)nccn2,-0.01396
c1cc(F)cc(c12)ncc(n2)F,-0.00123
c1cc(F)cc(c12)nc(F)cn2,0.00038
c1cccc(c12)nc(F)c(n2)F,0.01622
c1c(F)c(F)c(F)c(c12)nccn2,-0.01523
Fc1cc(F)c(F)c(c12)nccn2,-0.01685
c1cc(F)c(F)c(c12)ncc(n2)F,-0.00192
c1cc(F)c(F)c(c12)nc(F)cn2,-0.00046
c1c(F)cc(F)c(c12)ncc(n2)F,-0.00121
c1c(F)cc(F)c(c12)nc(F)cn2,-0.00279
Fc1ccc(F)c(c12)ncc(n2)F,-0.00295
c1ccc(F)c(c12)nc(F)c(n2)F,0.01381
c1c(F)c(F)cc(c12)ncc(n2)F,9e-05
c1cc(F)cc(c12)nc(F)c(n2)F,0.01561
Fc1c(F)c(F)c(F)c(c12)nc(F)c(n2)F,0.2345
c1ccc(N)c(c12)nccn2,-0.01877
c1cc(N)cc(c12)nccn2,-0.01374
c1cccc(c12)ncc(n2)N,-0.00623
Nc1c(N)c(N)c(N)c(c12)ncc(n2)N,0.00457
c1c(N)c(N)c(N)c(c12)nc(N)c(n2)N,0.01674
Nc1cc(N)c(N)c(c12)nc(N)c(n2)N,0.01283
Nc1c(N)c(N)c(N)c(c12)nccn2,-0.0052
c1c(N)c(N)c(N)c(c12)ncc(n2)N,0.00448
c1c(N)c(N)c(N)c(c12)nc(cn2)N,0.00226
Nc1cc(N)c(N)c(c12)ncc(n2)N,0.00011
Nc1cc(N)c(N)c(c12)nc(cn2)N,0.00337
c1cc(N)c(N)c(c12)nc(N)c(n2)N,0.01468
c1c(N)cc(N)c(c12)nc(N)c(n2)N,0.01457
Nc1ccc(N)c(c12)nc(N)c(n2)N,0.01345
c1c(N)c(N)cc(c12)nc(N)c(n2)N,0.01715
c1cc(N)c(N)c(c12)nccn2,-0.01335
c1c(N)cc(N)c(c12)nccn2,-0.0128
Nc1ccc(N)c(c12)nccn2,-0.01952
c1ccc(N)c(c12)ncc(n2)N,-0.00325
c1ccc(N)c(c12)nc(cn2)N,-0.00621
c1c(N)c(N)cc(c12)nccn2,-0.00597
c1cc(N)cc(c12)ncc(n2)N,-0.00411
c1cc(N)cc(c12)nc(cn2)N,0.00016
c1cccc(c12)nc(N)c(n2)N,0.01107
c1c(N)c(N)c(N)c(c12)nccn2,-0.00763
Nc1cc(N)c(N)c(c12)nccn2,-0.01087
c1cc(N)c(N)c(c12)ncc(n2)N,-0.00042
c1cc(N)c(N)c(c12)nc(cn2)N,5e-05
c1c(N)cc(N)c(c12)ncc(n2)N,0.00304
c1c(N)cc(N)c(c12)nc(cn2)N,-0.00337
Nc1ccc(N)c(c12)ncc(n2)N,-0.00728
c1ccc(N)c(c12)nc(N)c(n2)N,0.01087
c1c(N)c(N)cc(c12)ncc(n2)N,0.00466
c1cc(N)cc(c12)nc(N)c(n2)N,0.01408
Nc1c(N)c(N)c(N)c(c12)nc(N)c(n2)N,0.01747
c1ccc(O)c(c12)nccn2,-0.00949
c1cc(O)cc(c12)nccn2,-0.01074
c1cccc(c12)ncc(n2)O,0.00761
c1cc(O)c(O)c(c12)nccn2,-0.00379
c1c(O)cc(O)c(c12)nccn2,-0.0034
Oc1ccc(O)c(c12)nccn2,-0.00425
c1ccc(O)c(c12)ncc(n2)O,0.01478
c1ccc(O)c(c12)nc(cn2)O,0.01412
c1c(O)c(O)cc(c12)nccn2,-0.00302
c1cc(O)cc(c12)ncc(n2)O,0.01203
c1cc(O)cc(c12)nc(cn2)O,0.01537
c1cccc(c12)nc(O)c(n2)O,0.0324
c1c(O)c(O)c(O)c(c12)nccn2,0.00034
Oc1cc(O)c(O)c(c12)nccn2,-0.00097
c1cc(O)c(O)c(c12)ncc(n2)O,0.01646
c1cc(O)c(O)c(c12)nc(cn2)O,0.01884
c1c(O)cc(O)c(c12)ncc(n2)O,0.01985
c1c(O)cc(O)c(c12)nc(cn2)O,0.01581
Oc1ccc(O)c(c12)ncc(n2)O,0.01743
c1ccc(O)c(c12)nc(O)c(n2)O,0.03423
c1c(O)c(O)cc(c12)ncc(n2)O,0.01815
c1cc(O)cc(c12)nc(O)c(n2)O,0.03348
Oc1c(O)c(O)c(O)c(c12)nccn2,0.0018
c1c(O)c(O)c(O)c(c12)ncc(n2)O,0.02333
c1c(O)c(O)c(O)c(c12)nc(cn2)O,0.0217
Oc1cc(O)c(O)c(c12)ncc(n2)O,0.0192
Oc1cc(O)c(O)c(c12)nc(cn2)O,0.02271
c1cc(O)c(O)c(c12)nc(O)c(n2)O,0.0395
c1c(O)cc(O)c(c12)nc(O)c(n2)O,0.03837
Oc1ccc(O)c(c12)nc(O)c(n2)O,0.02587
c1c(O)c(O)cc(c12)nc(O)c(n2)O,0.03882
Oc1c(O)c(O)c(O)c(c12)ncc(n2)O,0.02839
c1c(O)c(O)c(O)c(c12)nc(O)c(n2)O,0.04153
Oc1cc(O)c(O)c(c12)nc(O)c(n2)O,0.04058
Oc1c(O)c(O)c(O)c(c12)nc(O)c(n2)O,0.04775
c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nccn2,-0.05376
O=S(=O)(O)c(c1)cc(S(=O)(=O)O)c(c12)nccn2,-0.03993
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(c12)nccn2,-0.03709
c1ccc(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.03789
c1ccc(S(=O)(=O)O)c(c12)nc(cn2)S(=O)(=O)O,-0.03954
O=S(=O)(O)c(c1)c(S(=O)(=O)O)cc(c12)nccn2,-0.0424
c1cc(S(=O)(=O)O)cc(c12)ncc(n2)S(=O)(=O)O,-0.04447
c1cc(S(=O)(=O)O)cc(c12)nc(cn2)S(=O)(=O)O,-0.04381
c1cccc(c12)nc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.03351
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.07249
O=S(=O)(O)c(c1)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.05417
O=S(=O)(O)c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.06055
O=S(=O)(O)c(c1)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nccn2,-0.04899
O=S(=O)(O)c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nccn2,-0.06012
c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.05831
c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nc(cn2)S(=O)(=O)O,-0.05914
O=S(=O)(O)c(c1)cc(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.04707
O=S(=O)(O)c(c1)cc(S(=O)(=O)O)c(c12)nc(cn2)S(=O)(=O)O,-0.0496
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.04529
c1ccc(S(=O)(=O)O)c(c12)nc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.03919
O=S(=O)(O)c(c1)c(S(=O)(=O)O)cc(c12)ncc(n2)S(=O)(=O)O,-0.05071
c1cc(S(=O)(=O)O)cc(c12)nc(S(=O)(=O)O)c(n2)S(=O)(=O)O,-0.04228
c1ccc(S(=O)(=O)O)c(c12)nccn2,-0.0283
c1cc(S(=O)(=O)O)cc(c12)nccn2,-0.03444
c1cccc(c12)ncc(n2)S(=O)(=O)O,-0.03524
O=S(=O)(O)c1c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nccn2,-0.05391
O=S(=O)(O)c(c1)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.05414
O=S(=O)(O)c(c1)c(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)nc(cn2)S(=O)(=O)O,-0.06488
O=S(=O)(O)c1cc(S(=O)(=O)O)c(S(=O)(=O)O)c(c12)ncc(n2)S(=O)(=O)O,-0.05745
